country,year,duration_std,total_value,value,percent_of_total,continent
Serbia,2021,3-4,9790,1070,0.10929519918283963,Europe
Serbia,2021,5-9,9790,1920,0.1961184882533197,Europe
Serbia,2022,0-1,9813,833,0.08488739427290329,Europe
Serbia,2022,1-2,9813,491,0.050035666972383576,Europe
Serbia,2022,10+,9813,5271,0.5371446040966066,Europe
Serbia,2022,3-4,9813,1160,0.11821053704269846,Europe
Serbia,2022,5-9,9813,2058,0.20972179761540813,Europe
Serbia,2023,0-1,10175,1046,0.10280098280098281,Europe
Serbia,2023,1-2,10175,477,0.04687960687960688,Europe
Serbia,2023,10+,10175,5452,0.5358230958230958,Europe
Serbia,2023,3-4,10175,1045,0.10270270270270271,Europe
Serbia,2023,5-9,10175,2155,0.21179361179361178,Europe
Slovakia,1995,0-1,8978,337,0.037536199599019826,Europe
Slovakia,1995,1-2,8978,537,0.0598128759189129,Europe
Slovakia,1995,10+,8978,4422,0.4925373134328358,Europe
Slovakia,1995,3-4,8978,1213,0.1351080418801515,Europe
Slovakia,1995,5-9,8978,2469,0.27500556916908,Europe
Slovakia,2004,0-1,10889,310,0.028469097254109652,Europe
Slovakia,2004,1-2,10889,390,0.03581596106162182,Europe
Slovakia,2004,10+,10889,6759,0.6207181559371843,Europe
Slovakia,2004,3-4,10889,963,0.08843787308292772,Europe
Slovakia,2004,5-9,10889,2467,0.22655891266415648,Europe
Slovakia,2007,0-1,12174,317,0.02603909972071628,Europe
Slovakia,2007,1-2,12174,429,0.03523903400689995,Europe
Slovakia,2007,10+,12174,7841,0.6440775423032693,Europe
Slovakia,2007,3-4,12174,1062,0.08723509117792015,Europe
Slovakia,2007,5-9,12174,2525,0.20740923279119436,Europe
Slovakia,2008,0-1,12675,378,0.029822485207100593,Europe
Slovakia,2008,1-2,12675,435,0.03431952662721893,Europe
Slovakia,2008,10+,12675,8140,0.6422090729783038,Europe
Slovakia,2008,3-4,12675,1119,0.08828402366863905,Europe
Slovakia,2008,5-9,12675,2603,0.20536489151873769,Europe
Slovakia,2009,0-1,12671,401,0.03164706810827875,Europe
Slovakia,2009,1-2,12671,439,0.03464604214347723,Europe
Slovakia,2009,10+,12671,8189,0.6462789045852735,Europe
Slovakia,2009,3-4,12671,1059,0.08357667113882093,Europe
Slovakia,2009,5-9,12671,2583,0.20385131402414963,Europe
Slovakia,2010,0-1,12015,377,0.03137744486059093,Europe
Slovakia,2010,1-2,12015,506,0.042114024136496044,Europe
Slovakia,2010,10+,12015,7859,0.6540990428630878,Europe
Slovakia,2010,3-4,12015,1007,0.08381190178942988,Europe
Slovakia,2010,5-9,12015,2266,0.18859758635039534,Europe
Slovakia,2011,0-1,11102,327,0.029454152404972078,Europe
Slovakia,2011,1-2,11102,408,0.03675013511079085,Europe
Slovakia,2011,10+,11102,7192,0.6478112051882544,Europe
Slovakia,2011,3-4,11102,909,0.08187713925418844,Europe
Slovakia,2011,5-9,11102,2266,0.20410736804179427,Europe
Slovakia,2012,0-1,10948,291,0.026580197296309827,Europe
Slovakia,2012,1-2,10948,363,0.03315674095725247,Europe
Slovakia,2012,10+,10948,7116,0.6499817318231641,Europe
Slovakia,2012,3-4,10948,972,0.08878333942272561,Europe
Slovakia,2012,5-9,10948,2206,0.20149799050054804,Europe
Slovakia,2013,0-1,10946,326,0.029782568974968025,Europe
Slovakia,2013,1-2,10946,373,0.03407637493148182,Europe
Slovakia,2013,10+,10946,7139,0.6522017175223827,Europe
Slovakia,2013,3-4,10946,920,0.08404896765941897,Europe
Slovakia,2013,5-9,10946,2188,0.19989037091174858,Europe
Slovakia,2014,0-1,10514,332,0.031576945025680044,Europe
Slovakia,2014,1-2,10514,365,0.03471561727220848,Europe
Slovakia,2014,10+,10514,6851,0.6516073806353434,Europe
Slovakia,2014,3-4,10514,852,0.08103481072855241,Europe
Slovakia,2014,5-9,10514,2114,0.2010652463382157,Europe
Slovakia,2015,0-1,9786,280,0.02861230329041488,Europe
Slovakia,2015,1-2,9786,341,0.03484569793582669,Europe
Slovakia,2015,10+,9786,6405,0.6545064377682404,Europe
Slovakia,2015,3-4,9786,761,0.07776415287144901,Europe
Slovakia,2015,5-9,9786,1999,0.20427140813406908,Europe
Slovakia,2016,0-1,9286,287,0.030906741331035967,Europe
Slovakia,2016,1-2,9286,308,0.03316821020891665,Europe
Slovakia,2016,10+,9286,6133,0.6604566013353436,Europe
Slovakia,2016,3-4,9286,766,0.08248976954555244,Europe
Slovakia,2016,5-9,9286,1792,0.1929786775791514,Europe
Slovakia,2017,0-1,9618,308,0.03202328966521106,Europe
Slovakia,2017,1-2,9618,360,0.037429819089207735,Europe
Slovakia,2017,10+,9618,6278,0.652734456227906,Europe
Slovakia,2017,3-4,9618,766,0.07964233728425868,Europe
Slovakia,2017,5-9,9618,1906,0.1981700977334165,Europe
Slovakia,2018,0-1,9560,333,0.034832635983263596,Europe
Slovakia,2018,1-2,9560,397,0.041527196652719665,Europe
Slovakia,2018,10+,9560,6228,0.6514644351464435,Europe
Slovakia,2018,3-4,9560,785,0.08211297071129707,Europe
Slovakia,2018,5-9,9560,1817,0.19006276150627616,Europe
Slovakia,2019,0-1,9466,349,0.03686879357701246,Europe
Slovakia,2019,1-2,9466,422,0.04458060426790619,Europe
Slovakia,2019,10+,9466,6039,0.6379674624973589,Europe
Slovakia,2019,3-4,9466,833,0.08799915487006127,Europe
Slovakia,2019,5-9,9466,1823,0.19258398478766112,Europe
Slovakia,2021,0-1,8131,274,0.033698192104292216,Europe
Slovakia,2021,1-2,8131,359,0.044152010822777026,Europe
Slovakia,2021,10+,8131,5039,0.6197269708522937,Europe
Slovakia,2021,3-4,8131,833,0.10244742344115115,Europe
Slovakia,2021,5-9,8131,1626,0.19997540277948592,Europe
Slovakia,2022,0-1,8180,287,0.03508557457212714,Europe
Slovakia,2022,1-2,8180,301,0.03679706601466993,Europe
Slovakia,2022,10+,8180,5045,0.6167481662591687,Europe
Slovakia,2022,3-4,8180,822,0.10048899755501223,Europe
Slovakia,2022,5-9,8180,1725,0.210880195599022,Europe
Slovakia,2023,0-1,8205,364,0.04436319317489336,Europe
Slovakia,2023,1-2,8205,314,0.03826934795856185,Europe
Slovakia,2023,10+,8205,4913,0.5987812309567337,Europe
Slovakia,2023,3-4,8205,771,0.09396709323583181,Europe
Slovakia,2023,5-9,8205,1843,0.2246191346739793,Europe
Slovenia,1995,0-1,1585,51,0.032176656151419555,Europe
Slovenia,1995,1-2,1585,54,0.03406940063091483,Europe
Slovenia,1995,10+,1585,1016,0.6410094637223974,Europe
Slovenia,1995,3-4,1585,132,0.0832807570977918,Europe
Slovenia,1995,5-9,1585,332,0.20946372239747635,Europe
Slovenia,1996,0-1,2004,67,0.03343313373253493,Europe
Slovenia,1996,1-2,2004,76,0.03792415169660679,Europe
Slovenia,1996,10+,2004,1231,0.6142714570858283,Europe
Slovenia,1996,3-4,2004,181,0.09031936127744511,Europe
Slovenia,1996,5-9,2004,449,0.22405189620758484,Europe
Slovenia,2004,0-1,2411,78,0.03235172127747823,Europe
Slovenia,2004,1-2,2411,86,0.03566984653670676,Europe
Slovenia,2004,10+,2411,1613,0.6690170053919535,Europe
Slovenia,2004,3-4,2411,197,0.08170883450850269,Europe
Slovenia,2004,5-9,2411,437,0.18125259228535878,Europe
Slovenia,2007,0-1,2617,99,0.03782957585021016,Europe
Slovenia,2007,1-2,2617,111,0.042414978983568975,Europe
Slovenia,2007,10+,2617,1720,0.6572411157814291,Europe
Slovenia,2007,3-4,2617,200,0.07642338555598013,Europe
Slovenia,2007,5-9,2617,487,0.1860909438288116,Europe
Slovenia,2008,0-1,2246,101,0.044968833481745324,Europe
Slovenia,2008,1-2,2246,76,0.03383793410507569,Europe
Slovenia,2008,10+,2246,1476,0.6571682991985752,Europe
Slovenia,2008,3-4,2246,174,0.07747105966162066,Europe
Slovenia,2008,5-9,2246,419,0.18655387355298308,Europe
Slovenia,2009,0-1,2297,78,0.03395733565520244,Europe
Slovenia,2009,1-2,2297,100,0.043535045711798,Europe
Slovenia,2009,10+,2297,1483,0.6456247279059643,Europe
Slovenia,2009,3-4,2297,181,0.07879843273835438,Europe
Slovenia,2009,5-9,2297,455,0.19808445798868088,Europe
Slovenia,2010,0-1,2430,111,0.04567901234567901,Europe
Slovenia,2010,1-2,2430,72,0.02962962962962963,Europe
Slovenia,2010,10+,2430,1582,0.6510288065843621,Europe
Slovenia,2010,3-4,2430,220,0.09053497942386832,Europe
Slovenia,2010,5-9,2430,445,0.1831275720164609,Europe
Slovenia,2011,0-1,2298,92,0.04003481288076589,Europe
Slovenia,2011,1-2,2298,95,0.04134029590948651,Europe
Slovenia,2011,10+,2298,1465,0.6375108790252393,Europe
Slovenia,2011,3-4,2298,214,0.09312445604873804,Europe
Slovenia,2011,5-9,2298,432,0.18798955613577023,Europe
Slovenia,2012,0-1,2509,101,0.04025508170585891,Europe
Slovenia,2012,1-2,2509,89,0.03547229972100439,Europe
Slovenia,2012,10+,2509,1629,0.6492626544440016,Europe
Slovenia,2012,3-4,2509,238,0.09485850936628139,Europe
Slovenia,2012,5-9,2509,452,0.1801514547628537,Europe
Slovenia,2013,0-1,2351,110,0.04678860059549128,Europe
Slovenia,2013,1-2,2351,88,0.03743088047639302,Europe
Slovenia,2013,10+,2351,1498,0.6371756699276904,Europe
Slovenia,2013,3-4,2351,204,0.0867715865589111,Europe
Slovenia,2013,5-9,2351,451,0.19183326244151425,Europe
Slovenia,2014,0-1,2469,102,0.041312272174969626,Europe
Slovenia,2014,1-2,2469,95,0.03847711624139328,Europe
Slovenia,2014,10+,2469,1565,0.6338598622924261,Europe
Slovenia,2014,3-4,2469,216,0.08748481166464156,Europe
Slovenia,2014,5-9,2469,491,0.19886593762656946,Europe
Slovenia,2015,0-1,2432,129,0.05304276315789474,Europe
Slovenia,2015,1-2,2432,129,0.05304276315789474,Europe
Slovenia,2015,10+,2432,1455,0.5982730263157895,Europe
Slovenia,2015,3-4,2432,233,0.09580592105263158,Europe
Slovenia,2015,5-9,2432,486,0.19983552631578946,Europe
Slovenia,2016,0-1,2531,101,0.039905175819834056,Europe
Slovenia,2016,1-2,2531,103,0.04069537732121691,Europe
Slovenia,2016,10+,2531,1567,0.6191228763334651,Europe
Slovenia,2016,3-4,2531,253,0.09996048992493085,Europe
Slovenia,2016,5-9,2531,507,0.20031608060055314,Europe
Slovenia,2017,0-1,2387,128,0.05362379555927943,Europe
Slovenia,2017,1-2,2387,94,0.03937997486384583,Europe
Slovenia,2017,10+,2387,1474,0.6175115207373272,Europe
Slovenia,2017,3-4,2387,202,0.08462505236698785,Europe
Slovenia,2017,5-9,2387,489,0.2048596564725597,Europe
Slovenia,2018,0-1,2347,120,0.05112910097997444,Europe
Slovenia,2018,1-2,2347,109,0.04644226672347678,Europe
Slovenia,2018,10+,2347,1435,0.6114188325521943,Europe
Slovenia,2018,3-4,2347,214,0.09118023008095441,Europe
Slovenia,2018,5-9,2347,469,0.1998295696634001,Europe
Slovenia,2019,0-1,2476,109,0.04402261712439418,Europe
Slovenia,2019,1-2,2476,119,0.048061389337641355,Europe
Slovenia,2019,10+,2476,1509,0.6094507269789984,Europe
Slovenia,2019,3-4,2476,239,0.09652665589660743,Europe
Slovenia,2019,5-9,2476,500,0.20193861066235863,Europe
Slovenia,2020,0-1,1774,114,0.06426155580608793,Europe
Slovenia,2020,1-2,1774,74,0.04171364148816235,Europe
Slovenia,2020,10+,1774,1087,0.612739571589628,Europe
Slovenia,2020,3-4,1774,173,0.09751972942502818,Europe
Slovenia,2020,5-9,1774,326,0.18376550169109357,Europe
Slovenia,2021,0-1,2322,111,0.04780361757105943,Europe
Slovenia,2021,1-2,2322,107,0.04608096468561585,Europe
Slovenia,2021,10+,2322,1425,0.6136950904392765,Europe
Slovenia,2021,3-4,2322,218,0.09388458225667529,Europe
Slovenia,2021,5-9,2322,461,0.19853574504737295,Europe
Slovenia,2022,0-1,2149,87,0.04048394602140531,Europe
Slovenia,2022,1-2,2149,80,0.03722661703117729,Europe
Slovenia,2022,10+,2149,1372,0.6384364820846905,Europe
Slovenia,2022,3-4,2149,203,0.09446254071661238,Europe
Slovenia,2022,5-9,2149,407,0.18939041414611446,Europe
Slovenia,2023,0-1,2165,101,0.046651270207852195,Europe
Slovenia,2023,1-2,2165,67,0.03094688221709007,Europe
Slovenia,2023,10+,2165,1354,0.6254041570438799,Europe
Slovenia,2023,3-4,2165,186,0.0859122401847575,Europe
Slovenia,2023,5-9,2165,457,0.21108545034642032,Europe
Spain,2001,0-1,39242,84,0.0021405636817695326,Europe
Spain,2001,1-2,39242,826,0.02104887620406707,Europe
Spain,2001,10+,39242,24767,0.6311350084093573,Europe
Spain,2001,3-4,39242,2959,0.075403903980429135,Europe
Spain,2001,5-9,39242,9006,0.22949900616686203,Europe
Spain,2002,0-1,41621,60,0.0014415799716489272,Europe
Spain,2002,1-2,41621,918,0.022056173566228587,Europe
Spain,2002,10+,41621,26129,0.627784051320247,Europe
Spain,2002,3-4,41621,3396,0.08159342639532928,Europe
Spain,2002,5-9,41621,9534,0.22906705749501455,Europe
Spain,2003,0-1,45448,89,0.0019582819926069355,Europe
Spain,2003,1-2,45448,997,0.02193715895088893,Europe
Spain,2003,10+,45448,28405,0.625,Europe
Spain,2003,3-4,45448,3832,0.08431614152437951,Europe
Spain,2003,5-9,45448,10474,0.23046118641084315,Europe
Spain,2004,0-1,50974,129,0.0025307019264723192,Europe
Spain,2004,1-2,50974,1051,0.02061835445521246,Europe
Spain,2004,10+,50974,32123,0.63018401538039,Europe
Spain,2004,3-4,50974,4203,0.08245379997645859,Europe
Spain,2004,5-9,50974,11585,0.22727272727272727,Europe
Spain,2005,0-1,72848,1629,0.022361629694706786,Europe
Spain,2005,1-2,72848,2580,0.03541620909290578,Europe
Spain,2005,10+,72848,42066,0.5774489347682846,Europe
Spain,2005,3-4,72848,6844,0.09394904458598727,Europe
Spain,2005,5-9,72848,16139,0.221543487810235,Europe
Spain,2006,0-1,126952,4564,0.03595059550066167,Europe
Spain,2006,1-2,126952,5533,0.043583401600604955,Europe
Spain,2006,10+,126952,73166,0.5763280609994329,Europe
Spain,2006,3-4,126952,11784,0.09282248408847438,Europe
Spain,2006,5-9,126952,27721,0.21835811960425988,Europe
Spain,2007,0-1,125721,4698,0.0373684587300451,Europe
Spain,2007,1-2,125721,4838,0.03848203561855219,Europe
Spain,2007,10+,125721,77519,0.6165954772870086,Europe
Spain,2007,3-4,125721,11401,0.09068492932763818,Europe
Spain,2007,5-9,125721,27265,0.216869099036756,Europe
Spain,2008,0-1,109922,4106,0.03735375993886574,Europe
Spain,2008,1-2,109922,4408,0.040101162642601114,Europe
Spain,2008,10+,109922,68273,0.621104055603064,Europe
Spain,2008,3-4,109922,9910,0.09015483706628337,Europe
Spain,2008,5-9,109922,23225,0.21128618474918578,Europe
Spain,2009,0-1,98207,3727,0.03795045159713666,Europe
Spain,2009,1-2,98207,4008,0.04081175476289878,Europe
Spain,2009,10+,98207,60119,0.612166138869938,Europe
Spain,2009,3-4,98207,9150,0.09317054792428238,Europe
Spain,2009,5-9,98207,21203,0.2159011068457442,Europe
Spain,2010,0-1,102690,3704,0.0360697244132827,Europe
Spain,2010,1-2,102690,4478,0.043606972441328266,Europe
Spain,2010,10+,102690,62292,0.6066023955594507,Europe
Spain,2010,3-4,102690,9975,0.09713701431492842,Europe
Spain,2010,5-9,102690,22241,0.21658389327100983,Europe
Spain,2011,0-1,103290,3361,0.03253945202826992,Europe
Spain,2011,1-2,103290,4002,0.03874528027882661,Europe
Spain,2011,10+,103290,63231,0.6121696195178623,Europe
Spain,2011,3-4,103290,10109,0.09787007454739084,Europe
Spain,2011,5-9,103290,22587,0.2186755736276503,Europe
Spain,2012,0-1,104262,3651,0.035017551936467745,Europe
Spain,2012,1-2,104262,3774,0.036197272256430914,Europe
Spain,2012,10+,104262,63691,0.6108745276323109,Europe
Spain,2012,3-4,104262,10128,0.09713989756574783,Europe
Spain,2012,5-9,104262,23018,0.2207707506090426,Europe
Spain,2013,0-1,95427,3316,0.03474907520932231,Europe
Spain,2013,1-2,95427,3308,0.034665241493497645,Europe
Spain,2013,10+,95427,57277,0.6002179676611441,Europe
Spain,2013,3-4,95427,9420,0.09871420038353924,Europe
Spain,2013,5-9,95427,22106,0.23165351525249667,Europe
Spain,2014,0-1,100746,2982,0.02959919004228456,Europe
Spain,2014,1-2,100746,3275,0.03250749409405832,Europe
Spain,2014,10+,100746,62362,0.6190022432652413,Europe
Spain,2014,3-4,100746,8679,0.08614734083735334,Europe
Spain,2014,5-9,100746,23448,0.23274373176106247,Europe
Spain,2015,0-1,96562,2979,0.030850645181334273,Europe
Spain,2015,1-2,96562,2915,0.030187858577908493,Europe
Spain,2015,10+,96562,60736,0.6289844866510635,Europe
Spain,2015,3-4,96562,8009,0.08294152979432903,Europe
Spain,2015,5-9,96562,21923,0.22703547979536465,Europe
Spain,2016,0-1,96824,2620,0.02705940675865488,Europe
Spain,2016,1-2,96824,2770,0.028608609435677106,Europe
Spain,2016,10+,96824,62815,0.6487544410476741,Europe
Spain,2016,3-4,96824,7369,0.07610716351317855,Europe
Spain,2016,5-9,96824,21250,0.21947037924481533,Europe
Spain,2017,0-1,97960,3301,0.03369742752143732,Europe
Spain,2017,1-2,97960,3058,0.031216823193140057,Europe
Spain,2017,10+,97960,63544,0.6486729277256023,Europe
Spain,2017,3-4,97960,7493,0.07649040424663128,Europe
Spain,2017,5-9,97960,20564,0.20992241731318906,Europe
Spain,2018,0-1,95254,2864,0.030066978814537973,Europe
Spain,2018,1-2,95254,3213,0.03373086694522015,Europe
Spain,2018,10+,95254,63216,0.6636571692527348,Europe
Spain,2018,3-4,95254,7265,0.07626976294958741,Europe
Spain,2018,5-9,95254,18696,0.19627522203791967,Europe
Spain,2019,0-1,91645,3129,0.03414261552730646,Europe
Spain,2019,1-2,91645,3267,0.035648425991598016,Europe
Spain,2019,10+,91645,59854,0.6531070980413552,Europe
Spain,2019,3-4,91645,7500,0.08183752523323695,Europe
Spain,2019,5-9,91645,17895,0.19526433520650335,Europe
Spain,2020,0-1,77200,2487,0.03221502590673575,Europe
Spain,2020,1-2,77200,2778,0.035984455958549225,Europe
Spain,2020,10+,77200,50307,0.6516450777202073,Europe
Spain,2020,3-4,77200,6943,0.08993523316062176,Europe
Spain,2020,5-9,77200,14685,0.190220207253886,Europe
Spain,2021,0-1,86851,2248,0.025883409517449423,Europe
Spain,2021,1-2,86851,2830,0.032584541340917206,Europe
Spain,2021,10+,86851,56814,0.6541548168702721,Europe
Spain,2021,3-4,86851,7655,0.08813945723135025,Europe
Spain,2021,5-9,86851,17304,0.19923777504001106,Europe
Spain,2022,0-1,81302,2004,0.024648840126934145,Europe
Spain,2022,1-2,81302,2296,0.02824038769033972,Europe
Spain,2022,10+,81302,52800,0.6494305183144327,Europe
Spain,2022,3-4,81302,7368,0.09062507687387764,Europe
Spain,2022,5-9,81302,16834,0.2070551769944159,Europe
Spain,2023,0-1,76685,2552,0.03327899850035861,Europe
Spain,2023,1-2,76685,1970,0.02568950903044924,Europe
Spain,2023,10+,76685,49443,0.6447545152246202,Europe
Spain,2023,3-4,76685,6304,0.08220642889743757,Europe
Spain,2023,5-9,76685,16416,0.21407054834713438,Europe
Sweden,1996,0-1,21921,1105,0.050408284293599746,Europe
Sweden,1996,1-2,21921,1189,0.054240226267049864,Europe
Sweden,1996,10+,21921,9738,0.44423155877925274,Europe
Sweden,1996,3-4,21921,2652,0.12097988230463938,Europe
Sweden,1996,5-9,21921,6669,0.30422882167784315,Europe
Sweden,2004,0-1,20106,1403,0.06978016512483835,Europe
Sweden,2004,1-2,20106,1234,0.0613747140157167,Europe
Sweden,2004,10+,20106,10562,0.5253158261215558,Europe
Sweden,2004,3-4,20106,2759,0.13722271958619317,Europe
Sweden,2004,5-9,20106,4136,0.20570973838655127,Europe
Sweden,2007,0-1,20669,1462,0.07073394939281048,Europe
Sweden,2007,1-2,20669,1402,0.06783105133291402,Europe
Sweden,2007,10+,20669,9701,0.4693502346509265,Europe
Sweden,2007,3-4,20669,3224,0.15598238908510328,Europe
Sweden,2007,5-9,20669,4726,0.22865160385117808,Europe
Sweden,2008,0-1,21377,1782,0.08336062122842307,Europe
Sweden,2008,1-2,21377,1468,0.06867193712868971,Europe
Sweden,2008,10+,21377,9645,0.45118585395518546,Europe
Sweden,2008,3-4,21377,3339,0.1561959114936614,Europe
Sweden,2008,5-9,21377,4961,0.23207185292604202,Europe
Sweden,2009,0-1,22211,1313,0.05911485300076539,Europe
Sweden,2009,1-2,22211,1632,0.07347710593849895,Europe
Sweden,2009,10+,22211,9668,0.43527981630723517,Europe
Sweden,2009,3-4,22211,3509,0.1579847823150691,Europe
Sweden,2009,5-9,22211,5410,0.24357300436720544,Europe
Sweden,2010,0-1,23593,1952,0.08273640486585004,Europe
Sweden,2010,1-2,23593,1877,0.0795574958674183,Europe
Sweden,2010,10+,23593,9930,0.4208875513923621,Europe
Sweden,2010,3-4,23593,3991,0.1691603441698809,Europe
Sweden,2010,5-9,23593,5647,0.23935065485525367,Europe
Sweden,2011,0-1,23389,1831,0.07828466373081364,Europe
Sweden,2011,1-2,23389,1848,0.07901150113301124,Europe
Sweden,2011,10+,23389,9764,0.41746119970926504,Europe
Sweden,2011,3-4,23389,4258,0.1820513916798495,Europe
Sweden,2011,5-9,23389,5523,0.23613664543161314,Europe
Sweden,2012,0-1,23422,1739,0.07424643497566391,Europe
Sweden,2012,1-2,23422,1806,0.07710699342498506,Europe
Sweden,2012,10+,23422,9408,0.401673640167364,Europe
Sweden,2012,3-4,23422,4378,0.1869182819571343,Europe
Sweden,2012,5-9,23422,5910,0.2523268721714627,Europe
Sweden,2013,0-1,26933,2176,0.08079307912226637,Europe
Sweden,2013,1-2,26933,2067,0.07674599933167489,Europe
Sweden,2013,10+,26933,10769,0.39984405747595886,Europe
Sweden,2013,3-4,26933,5076,0.18846767905543385,Europe
Sweden,2013,5-9,26933,6845,0.25414918501466605,Europe
Sweden,2014,0-1,26143,2102,0.08040393221894962,Europe
Sweden,2014,1-2,26143,1825,0.06980836170294151,Europe
Sweden,2014,10+,26143,10235,0.391500592892935,Europe
Sweden,2014,3-4,26143,4665,0.17844164785984776,Europe
Sweden,2014,5-9,26143,7022,0.2685996251386604,Europe
Sweden,2015,0-1,24876,1982,0.07967518893712816,Europe
Sweden,2015,1-2,24876,1862,0.07485126226081364,Europe
Sweden,2015,10+,24876,10037,0.4034812670847403,Europe
Sweden,2015,3-4,24876,3898,0.15669721820228333,Europe
Sweden,2015,5-9,24876,6813,0.2738784370477569,Europe
Sweden,2016,0-1,24258,1754,0.07230604336713661,Europe
Sweden,2016,1-2,24258,1816,0.07486190122846072,Europe
Sweden,2016,10+,24258,10070,0.41512078489570453,Europe
Sweden,2016,3-4,24258,3746,0.1544232830406464,Europe
Sweden,2016,5-9,24258,6627,0.27318822656443237,Europe
Sweden,2017,0-1,24210,1669,0.06893845518380834,Europe
Sweden,2017,1-2,24210,1654,0.06831887649731516,Europe
Sweden,2017,10+,24210,10189,0.4208591491119372,Europe
Sweden,2017,3-4,24210,3834,0.158364312267658,Europe
Sweden,2017,5-9,24210,6574,0.27154068566707973,Europe
Sweden,2018,0-1,24958,1649,0.06607099927878836,Europe
Sweden,2018,1-2,24958,1613,0.06462857600769292,Europe
Sweden,2018,10+,24958,10779,0.4318855677538264,Europe
Sweden,2018,3-4,24958,3638,0.14576488500681145,Europe
Sweden,2018,5-9,24958,6911,0.27690520073723857,Europe
Sweden,2019,0-1,25407,1602,0.06305348919589089,Europe
Sweden,2019,1-2,25407,1512,0.05951115834218916,Europe
Sweden,2019,10+,25407,11292,0.4444444444444444,Europe
Sweden,2019,3-4,25407,3686,0.14507812807493997,Europe
Sweden,2019,5-9,25407,7247,0.2852363521864053,Europe
Sweden,2020,0-1,25619,1608,0.06276591592177681,Europe
Sweden,2020,1-2,25619,1533,0.0598384011866193,Europe
Sweden,2020,10+,25619,11744,0.45840977399586247,Europe
Sweden,2020,3-4,25619,3325,0.12978648659198253,Europe
Sweden,2020,5-9,25619,7394,0.2886139193567274,Europe
Sweden,2022,0-1,21531,1105,0.051321350610747295,Europe
Sweden,2022,1-2,21531,1091,0.05067112535414054,Europe
Sweden,2022,10+,21531,10652,0.4947285309553667,Europe
Sweden,2022,3-4,21531,2649,0.12303190748223491,Europe
Sweden,2022,5-9,21531,6012,0.27922530305141424,Europe
Sweden,2023,0-1,21231,1285,0.060524704441618386,Europe
Sweden,2023,1-2,21231,898,0.04229664170316989,Europe
Sweden,2023,10+,21231,10849,0.5109980688615704,Europe
Sweden,2023,3-4,21231,2358,0.11106401017380246,Europe
Sweden,2023,5-9,21231,5818,0.2740332532617399,Europe
Switzerland,1995,0-1,15703,750,0.04776157422148634,Europe
Switzerland,1995,1-2,15703,848,0.054002419919760555,Europe
Switzerland,1995,10+,15703,7322,0.46628032859963064,Europe
Switzerland,1995,3-4,15703,2330,0.14837929058141755,Europe
Switzerland,1995,5-9,15703,4453,0.2835763866777049,Europe
Switzerland,1996,0-1,16172,672,0.04155330200346277,Europe
Switzerland,1996,1-2,16172,811,0.050148404650012364,Europe
Switzerland,1996,10+,16172,7758,0.4797180311649765,Europe
Switzerland,1996,3-4,16172,2170,0.13418253771951522,Europe
Switzerland,1996,5-9,16172,4761,0.29439772446203316,Europe
Switzerland,2004,0-1,17949,458,0.02551674187977046,Europe
Switzerland,2004,1-2,17949,579,0.03225806451612903,Europe
Switzerland,2004,10+,17949,10068,0.5609226140732074,Europe
Switzerland,2004,3-4,17949,1513,0.08429438965959106,Europe
Switzerland,2004,5-9,17949,5331,0.297008189871302,Europe
Switzerland,2007,0-1,19882,409,0.020571371089427623,Europe
Switzerland,2007,1-2,19882,573,0.02882003822553063,Europe
Switzerland,2007,10+,19882,11793,0.5931495825369681,Europe
Switzerland,2007,3-4,19882,1599,0.08042450457700433,Europe
Switzerland,2007,5-9,19882,5508,0.2770345035710693,Europe
Switzerland,2008,0-1,19613,423,0.021567327792790497,Europe
Switzerland,2008,1-2,19613,508,0.025901187987559273,Europe
Switzerland,2008,10+,19613,11678,0.5954214041707031,Europe
Switzerland,2008,3-4,19613,1553,0.07918217508795188,Europe
Switzerland,2008,5-9,19613,5451,0.27792790496099523,Europe
Switzerland,2009,0-1,19321,416,0.0215309766575229,Europe
Switzerland,2009,1-2,19321,545,0.02820764970757207,Europe
Switzerland,2009,10+,19321,11378,0.5888929144454221,Europe
Switzerland,2009,3-4,19321,1491,0.07716991874126598,Europe
Switzerland,2009,5-9,19321,5491,0.28419854044821696,Europe
Switzerland,2010,0-1,22081,585,0.026493365336714824,Europe
Switzerland,2010,1-2,22081,660,0.029889950636293645,Europe
Switzerland,2010,10+,22081,12945,0.5862506227073049,Europe
Switzerland,2010,3-4,22081,1745,0.079027217970200625,Europe
Switzerland,2010,5-9,22081,6146,0.278338843349486,Europe
Switzerland,2011,0-1,17566,530,0.030171923033132188,Europe
Switzerland,2011,1-2,17566,512,0.029147216213139017,Europe
Switzerland,2011,10+,17566,10305,0.586644654446089,Europe
Switzerland,2011,3-4,17566,1409,0.08021177274279859,Europe
Switzerland,2011,5-9,17566,4810,0.27382443356484115,Europe
Switzerland,2012,0-1,17550,503,0.02866096866096866,Europe
Switzerland,2012,1-2,17550,569,0.032421652421652424,Europe
Switzerland,2012,10+,17550,10292,0.5864387464387464,Europe
Switzerland,2012,3-4,17550,1451,0.08267806267806267,Europe
Switzerland,2012,5-9,17550,4735,0.2698005698005698,Europe
Switzerland,2013,0-1,17119,490,0.028623167241077167,Europe
Switzerland,2013,1-2,17119,567,0.033121093521817864,Europe
Switzerland,2013,10+,17119,10096,0.5897540744202349,Europe
