country,year,duration_std,total_value,value,percent_of_total,continent
Switzerland,2013,3-4,17119,1412,0.08248145335592032,Europe
Switzerland,2013,5-9,17119,4554,0.26602021146094984,Europe
Switzerland,2014,0-1,16756,535,0.0319288613034137,Europe
Switzerland,2014,1-2,16756,512,0.030556218667939842,Europe
Switzerland,2014,10+,16756,10027,0.5984125089520171,Europe
Switzerland,2014,3-4,16756,1426,0.08510384339937933,Europe
Switzerland,2014,5-9,16756,4256,0.25399856767724993,Europe
Switzerland,2015,0-1,16982,547,0.032210575903898246,Europe
Switzerland,2015,1-2,16982,496,0.029207396066423273,Europe
Switzerland,2015,10+,16982,9561,0.5630078907078083,Europe
Switzerland,2015,3-4,16982,1443,0.0849723236367919,Europe
Switzerland,2015,5-9,16982,4333,0.2551525144270404,Europe
Switzerland,2016,0-1,17028,529,0.031066478740897345,Europe
Switzerland,2016,1-2,17028,513,0.030126849894291756,Europe
Switzerland,2016,10+,17028,10395,0.6104651162790697,Europe
Switzerland,2016,3-4,17028,1361,0.07992717876438807,Europe
Switzerland,2016,5-9,17028,4230,0.24841437632135308,Europe
Switzerland,2017,0-1,15906,525,0.033006412674462464,Europe
Switzerland,2017,1-2,15906,471,0.02961146737080347,Europe
Switzerland,2017,10+,15906,9739,0.6122846724506475,Europe
Switzerland,2017,3-4,15906,1241,0.07802087262668175,Europe
Switzerland,2017,5-9,15906,3930,0.24707657487740475,Europe
Switzerland,2018,0-1,16542,522,0.031556039173014146,Europe
Switzerland,2018,1-2,16542,498,0.03010518679724338,Europe
Switzerland,2018,10+,16542,10234,0.6186676339015839,Europe
Switzerland,2018,3-4,16542,1307,0.07901100229718293,Europe
Switzerland,2018,5-9,16542,3981,0.2406601378309757,Europe
Switzerland,2019,0-1,16885,508,0.0300858750370151,Europe
Switzerland,2019,1-2,16885,506,0.02996742671009772,Europe
Switzerland,2019,10+,16885,10595,0.6274800118448327,Europe
Switzerland,2019,3-4,16885,1307,0.07740598164050932,Europe
Switzerland,2019,5-9,16885,3969,0.23506070476754515,Europe
Switzerland,2020,0-1,16210,417,0.025724861196792105,Europe
Switzerland,2020,1-2,16210,465,0.028685996298581123,Europe
Switzerland,2020,10+,16210,10362,0.6392350400987045,Europe
Switzerland,2020,3-4,16210,1252,0.07723627390499692,Europe
Switzerland,2020,5-9,16210,3714,0.22911782850092535,Europe
Switzerland,2022,0-1,16201,368,0.022714647243997285,Europe
Switzerland,2022,1-2,16201,365,0.022529473489290786,Europe
Switzerland,2022,10+,16201,10671,0.6586630454910191,Europe
Switzerland,2022,3-4,16201,1209,0.07462502314671934,Europe
Switzerland,2022,5-9,16201,3588,0.22146781062897353,Europe
Switzerland,2023,0-1,15562,415,0.026667523454568822,Europe
Switzerland,2023,1-2,15562,319,0.020498650559054105,Europe
Switzerland,2023,10+,15562,10196,0.655185708777792,Europe
Switzerland,2023,3-4,15562,1078,0.06927130188921732,Europe
Switzerland,2023,5-9,15562,3554,0.22837681531936768,Europe
Ukraine,1995,0-1,198300,25687,0.12953605648008068,Europe
Ukraine,1995,1-2,198300,16420,0.08280383257690369,Europe
Ukraine,1995,10+,198300,70535,0.3556984367120524,Europe
Ukraine,1995,3-4,198300,31720,0.15995965708522442,Europe
Ukraine,1995,5-9,198300,53938,0.2720020171457388,Europe
Ukraine,2004,0-1,173163,14698,0.08487956434111213,Europe
Ukraine,2004,1-2,173163,10774,0.062218834277530416,Europe
Ukraine,2004,10+,173163,84020,0.48520757898627304,Europe
Ukraine,2004,3-4,173163,20337,0.11744425772249269,Europe
Ukraine,2004,5-9,173163,43334,0.25024976467259175,Europe
Ukraine,2007,0-1,178364,16137,0.0904722926151017,Europe
Ukraine,2007,1-2,178364,11623,0.06516449507748201,Europe
Ukraine,2007,10+,178364,84778,0.47530891884012466,Europe
Ukraine,2007,3-4,178364,23679,0.13275661007826692,Europe
Ukraine,2007,5-9,178364,42147,0.23629768338902468,Europe
Ukraine,2008,0-1,166845,17553,0.10520543018969702,Europe
Ukraine,2008,1-2,166845,12577,0.07538134196409842,Europe
Ukraine,2008,10+,166845,75794,0.4542779226227936,Europe
Ukraine,2008,3-4,166845,21721,0.1301867002307531,Europe
Ukraine,2008,5-9,166845,39200,0.23494860499265785,Europe
Ukraine,2010,0-1,126068,12380,0.09820097090459118,Europe
Ukraine,2010,1-2,126068,12437,0.098653107846559,Europe
Ukraine,2010,10+,126068,52268,0.41460164355744517,Europe
Ukraine,2010,3-4,126068,19071,0.1512755021099724,Europe
Ukraine,2010,5-9,126068,29912,0.23726877558143225,Europe
United Kingdom,1995,0-1,167748,5219,0.03111214440708682,Europe
United Kingdom,1995,1-2,167748,9355,0.05576817607363426,Europe
United Kingdom,1995,10+,167748,83630,0.4985454372034242,Europe
United Kingdom,1995,3-4,167748,21841,0.1302012542623459,Europe
United Kingdom,1995,5-9,167748,47703,0.28437298805350886,Europe
United Kingdom,1996,0-1,171729,5313,0.030938280663137852,Europe
United Kingdom,1996,1-2,171729,9308,0.054201678225576345,Europe
United Kingdom,1996,10+,171729,86025,0.5009346120923083,Europe
United Kingdom,1996,3-4,171729,22395,0.13040895830057825,Europe
United Kingdom,1996,5-9,171729,48400,0.28183940976771543,Europe
United Kingdom,2003,0-1,166735,3407,0.020433622214891894,Europe
United Kingdom,2003,1-2,166735,7211,0.043248268210033886,Europe
United Kingdom,2003,10+,166735,94396,0.5661438810087864,Europe
United Kingdom,2003,3-4,166735,18163,0.10893333733169401,Europe
United Kingdom,2003,5-9,166735,43558,0.2612408912345938,Europe
United Kingdom,2011,0-1,129764,1901,0.014649671711722819,Europe
United Kingdom,2011,1-2,129764,4348,0.03350698190561327,Europe
United Kingdom,2011,10+,129764,74407,0.5734024845103418,Europe
United Kingdom,2011,3-4,129764,13523,0.10421226226071946,Europe
United Kingdom,2011,5-9,129764,35585,0.2742285996116026,Europe
United Kingdom,2016,0-1,118505,1786,0.015071094046664698,Europe
United Kingdom,2016,1-2,118505,3611,0.030471288131302475,Europe
United Kingdom,2016,10+,118505,70708,0.5966668073077085,Europe
United Kingdom,2016,3-4,118505,12089,0.10201257330914307,Europe
United Kingdom,2016,5-9,118505,30311,0.2557782372051812,Europe
United Kingdom,2017,0-1,102007,1643,0.01610673777289794,Europe
United Kingdom,2017,1-2,102007,3196,0.03133118315409727,Europe
United Kingdom,2017,10+,102007,60313,0.5912633446724245,Europe
United Kingdom,2017,3-4,102007,9980,0.09783642299057908,Europe
United Kingdom,2017,5-9,102007,26873,0.26344270491240795,Europe
United Kingdom,2018,0-1,91299,1269,0.013899385535438505,Europe
United Kingdom,2018,1-2,91299,2718,0.029770315118456937,Europe
United Kingdom,2018,10+,91299,55191,0.6045082640554661,Europe
United Kingdom,2018,3-4,91299,8151,0.08927808628791115,Europe
United Kingdom,2018,5-9,91299,23968,0.26252204295775416,Europe
United Kingdom,2019,0-1,108421,1324,0.012211656413425443,Europe
United Kingdom,2019,1-2,108421,3286,0.030307781702806652,Europe
United Kingdom,2019,10+,108421,64931,0.5988784460574981,Europe
United Kingdom,2019,3-4,108421,9788,0.0902777137270455,Europe
United Kingdom,2019,5-9,108421,29092,0.2683244020992243,Europe
United Kingdom,2020,0-1,103592,1608,0.015522434164800371,Europe
United Kingdom,2020,1-2,103592,3252,0.03139238551239478,Europe
United Kingdom,2020,10+,103592,60421,0.5832593250444049,Europe
United Kingdom,2020,3-4,103592,9852,0.09510386902463511,Europe
United Kingdom,2020,5-9,103592,28459,0.27472198625376476,Europe
United Kingdom,2021,0-1,113505,1371,0.0120787630500859,Europe
United Kingdom,2021,1-2,113505,3328,0.02932029426016475,Europe
United Kingdom,2021,10+,113505,68068,0.5996916435399322,Europe
United Kingdom,2021,3-4,113505,10253,0.09033082243072993,Europe
United Kingdom,2021,5-9,113505,30483,0.26856085634994054,Europe
