country,year,duration_std,value,total_value,percent_of_total
Portugal,2011,5-9,1027,26750,0.03839252336448598
Portugal,2011,5-9,972,26750,0.036336448598130844
Portugal,2011,5-9,1065,26750,0.03981308411214953
Portugal,2011,5-9,1067,26750,0.039887850467289716
Portugal,2011,10+,1024,26750,0.0382803738317757
Portugal,2011,10+,1119,26750,0.04183177570093458
Portugal,2011,10+,1008,26750,0.0376822429906542
Portugal,2011,10+,917,26750,0.0342803738317757
Portugal,2011,10+,909,26750,0.03398130841121495
Portugal,2011,10+,874,26750,0.03267289719626168
Portugal,2011,10+,802,26750,0.029981308411214953
Portugal,2011,10+,787,26750,0.02942056074766355
Portugal,2011,10+,761,26750,0.02844859813084112
Portugal,2011,10+,783,26750,0.029271028037383177
Portugal,2011,10+,693,26750,0.025906542056074768
Portugal,2011,10+,692,26750,0.02586915887850467
Portugal,2011,10+,646,26750,0.024149532710280374
Portugal,2011,10+,638,26750,0.023850467289719627
Portugal,2011,10+,543,26750,0.020299065420560748
Portugal,2011,10+,478,26750,0.01786915887850467
Portugal,2011,10+,434,26750,0.016224299065420562
Portugal,2011,10+,436,26750,0.016299065420560747
Portugal,2011,10+,388,26750,0.014504672897196261
Portugal,2011,10+,370,26750,0.013831775700934579
Portugal,2011,10+,316,26750,0.011813084112149532
Portugal,2011,10+,291,26750,0.010878504672897197
Portugal,2011,10+,283,26750,0.010579439252336448
Portugal,2011,10+,272,26750,0.01016822429906542
Portugal,2011,10+,239,26750,0.008934579439252336
Portugal,2011,10+,1415,26750,0.052897196261682246
Portugal,2007,0-1,713,25255,0.028232033260740447
Portugal,2007,0-1,863,25255,0.034171451197782615
Portugal,2007,1-2,968,25255,0.038329043753712135
Portugal,2007,3-4,1142,25255,0.04521876856068106
Portugal,2007,3-4,1254,25255,0.04965353395367254
Portugal,2007,5-9,1194,25255,0.04727776677885567
Portugal,2007,5-9,1199,25255,0.047475747376757076
Portugal,2007,5-9,1254,25255,0.04965353395367254
Portugal,2007,5-9,1126,25255,0.044585230647396557
Portugal,2007,5-9,988,25255,0.03912096614531776
Portugal,2007,10+,973,25255,0.038527024351613544
Portugal,2007,10+,907,25255,0.035913680459314985
Portugal,2007,10+,825,25255,0.032666798653731934
Portugal,2007,10+,810,25255,0.03207285686002772
Portugal,2007,10+,777,25255,0.03076618491387844
Portugal,2007,10+,757,25255,0.029974262522272817
Portugal,2007,10+,723,25255,0.02862799445654326
Portugal,2007,10+,707,25255,0.027994456543258762
Portugal,2007,10+,652,25255,0.025816669966343297
Portugal,2007,10+,670,25255,0.02652940011878836
Portugal,2007,10+,558,25255,0.022094634725796872
Portugal,2007,10+,522,25255,0.020669174420906752
Portugal,2007,10+,493,25255,0.0195208869530786
Portugal,2007,10+,507,25255,0.020075232627202535
Portugal,2007,10+,454,25255,0.017976638289447636
Portugal,2007,10+,395,25255,0.015640467234211048
Portugal,2007,10+,366,25255,0.014492179766382894
Portugal,2007,10+,323,25255,0.012789546624430806
Portugal,2007,10+,340,25255,0.013462680657295585
Portugal,2007,10+,320,25255,0.012670758265689962
Portugal,2007,10+,376,25255,0.014888140962185705
Portugal,2007,10+,321,25255,0.012710354385270243
Portugal,2007,10+,225,25255,0.008909126905563254
Portugal,2007,10+,208,25255,0.008235992872698475
Portugal,2007,10+,221,25255,0.00875074242724213
Portugal,2007,10+,1124,25255,0.04450603840823599
Portugal,2004,0-1,613,23348,0.026254925475415452
Portugal,2004,0-1,920,23348,0.03940380332362515
Portugal,2004,1-2,1060,23348,0.045400034264176804
Portugal,2004,3-4,1248,23348,0.053452115812917596
Portugal,2004,3-4,1269,23348,0.05435155045400034
Portugal,2004,5-9,1220,23348,0.05225286962480726
Portugal,2004,5-9,1190,23348,0.05096796299468905
Portugal,2004,5-9,1041,23348,0.04458626006510193
Portugal,2004,5-9,926,23348,0.03966078464964879
Portugal,2004,5-9,912,23348,0.039061161555593624
Portugal,2004,10+,4185,23348,0.17924447490149048
Portugal,2004,10+,3055,23348,0.13084632516703787
Portugal,2004,10+,2332,23348,0.09988007538118897
Portugal,2004,10+,3377,23348,0.14463765633030667
Portugal,1997,0-1,4,14078,2.841312686461145e-4
Portugal,1997,0-1,91,14078,0.006463986361699105
Portugal,1997,1-2,150,14078,0.010654922574229293
Portugal,1997,3-4,884,14078,0.06279301037079131
Portugal,1997,3-4,938,14078,0.06662878249751385
Portugal,1997,5-9,803,14078,0.057039352180707485
Portugal,1997,5-9,751,14078,0.053345645688308
Portugal,1997,5-9,743,14078,0.052777383151015766
Portugal,1997,5-9,677,14078,0.04808921721835488
Portugal,1997,5-9,645,14078,0.04581616706918597
Portugal,1997,10+,2622,14078,0.18624804659752806
Portugal,1997,10+,2075,14078,0.1473930956101719
Portugal,1997,10+,3695,14078,0.26246625941184826
Portugal,1996,0-1,2,13429,1.4893141708243355e-4
Portugal,1996,0-1,84,13429,0.0062551195174622085
Portugal,1996,1-2,147,13429,0.010946459155558865
Portugal,1996,3-4,782,13429,0.058232184079231517
Portugal,1996,3-4,877,13429,0.06530642639064711
Portugal,1996,5-9,785,13429,0.05845558120485517
Portugal,1996,5-9,778,13429,0.057934321245066644
Portugal,1996,5-9,706,13429,0.05257279023009904
Portugal,1996,5-9,654,13429,0.048700573385955764
Portugal,1996,5-9,602,13429,0.0448283565418125
Portugal,1996,10+,2511,13429,0.1869833941469953
Portugal,1996,10+,2011,13429,0.14975053987638692
Portugal,1996,10+,3490,13429,0.2598853228088465
Portugal,1995,0-1,11,12322,8.927122220418764e-4
Portugal,1995,0-1,98,12322,0.007953254341827625
Portugal,1995,1-2,171,12322,0.013877617269923714
Portugal,1995,3-4,612,12322,0.049667261808148025
Portugal,1995,3-4,781,12322,0.06338256776497322
Portugal,1995,5-9,732,12322,0.0594059405940594
Portugal,1995,5-9,673,12322,0.05461775685765298
Portugal,1995,5-9,672,12322,0.054536601201103714
Portugal,1995,5-9,577,12322,0.046826813828923876
Portugal,1995,5-9,564,12322,0.045771790293783476
Portugal,1995,10+,2377,12322,0.19290699561759456
Portugal,1995,10+,2079,12322,0.16872260996591462
Portugal,1995,10+,2975,12322,0.24143807823405292
Moldova,2021,0-1,240,9905,0.024230186774356385
Moldova,2021,0-1,447,9905,0.04512872286723877
Moldova,2021,1-2,585,9905,0.05906108026249369
Moldova,2021,3-4,548,9905,0.055325593134780415
Moldova,2021,3-4,592,9905,0.05976779404341242
Moldova,2021,5-9,2534,9905,0.2558303886925795
Moldova,2021,10+,1703,9905,0.17193336698637052
Moldova,2021,10+,1148,9905,0.11590106007067137
Moldova,2021,10+,2108,9905,0.21282180716809693
Moldova,2020,0-1,192,8793,0.02183555100648243
Moldova,2020,0-1,423,8793,0.048106448311156604
Moldova,2020,1-2,481,8793,0.05470260434436484
Moldova,2020,3-4,498,8793,0.0566359604230638
Moldova,2020,3-4,519,8793,0.059024223814397814
Moldova,2020,5-9,2370,8793,0.2695325827362675
Moldova,2020,10+,1475,8793,0.16774707153417492
Moldova,2020,10+,912,8793,0.10371886728079154
Moldova,2020,10+,1923,8793,0.21869669054930058
Moldova,2019,0-1,260,10736,0.02421758569299553
Moldova,2019,0-1,486,10736,0.0452682563338301
Moldova,2019,1-2,607,10736,0.05653874813710879
Moldova,2019,3-4,690,10736,0.06426974664679583
Moldova,2019,3-4,714,10736,0.06650521609538003
Moldova,2019,5-9,646,10736,0.060171385991058125
Moldova,2019,5-9,556,10736,0.05178837555886736
Moldova,2019,5-9,526,10736,0.04899403874813711
Moldova,2019,5-9,466,10736,0.0434053651266766
Moldova,2019,5-9,470,10736,0.0437779433681073
Moldova,2019,10+,1937,10736,0.1804210134128167
Moldova,2019,10+,1060,10736,0.09873323397913562
Moldova,2019,10+,2318,10736,0.2159090909090909
Moldova,2018,0-1,235,10721,0.02191959705251376
Moldova,2018,0-1,505,10721,0.04710381494263595
Moldova,2018,1-2,660,10721,0.06156142150918758
Moldova,2018,3-4,692,10721,0.06454621770357243
Moldova,2018,3-4,668,10721,0.062307620557783785
Moldova,2018,5-9,588,10721,0.05484563007182166
Moldova,2018,5-9,542,10721,0.05055498554239343
Moldova,2018,5-9,521,10721,0.048596213039828376
Moldova,2018,5-9,516,10721,0.04812983863445574
Moldova,2018,5-9,471,10721,0.04393246898610204
Moldova,2018,10+,1999,10721,0.18645648726797873
Moldova,2018,10+,1007,10721,0.09392780524204832
Moldova,2018,10+,2317,10721,0.2161178994496782
Moldova,2017,0-1,242,9312,0.025987972508591067
Moldova,2017,0-1,498,9312,0.053479381443298966
Moldova,2017,1-2,626,9312,0.06722508591065292
Moldova,2017,3-4,597,9312,0.06411082474226804
Moldova,2017,3-4,548,9312,0.058848797250859106
Moldova,2017,5-9,2341,9312,0.25139604810996563
Moldova,2017,10+,1520,9312,0.16323024054982818
Moldova,2017,10+,862,9312,0.09256872852233677
Moldova,2017,10+,2078,9312,0.22315292096219932
Moldova,2016,0-1,266,10605,0.025082508250825083
Moldova,2016,0-1,629,10605,0.05931164545025931
Moldova,2016,1-2,700,10605,0.066006600660066
Moldova,2016,3-4,646,10605,0.060914662894860916
Moldova,2016,3-4,641,10605,0.06044318717586045
Moldova,2016,5-9,608,10605,0.05733144743045733
Moldova,2016,5-9,616,10605,0.058085808580858087
Moldova,2016,5-9,547,10605,0.05157944365865158
Moldova,2016,5-9,543,10605,0.0512022630834512
Moldova,2016,5-9,491,10605,0.0462989156058463
Moldova,2016,10+,1582,10605,0.1491749174917492
Moldova,2016,10+,1006,10605,0.09486091466289485
Moldova,2016,10+,2329,10605,0.21961338991041962
Moldova,2016,10+,0,10605,0
Moldova,2012,0-1,307,10637,0.02886152110557488
Moldova,2012,0-1,632,10637,0.05941524866033656
Moldova,2012,1-2,763,10637,0.0717307511516405
Moldova,2012,3-4,766,10637,0.0720127855598383
Moldova,2012,3-4,799,10637,0.0751151640500141
Moldova,2012,5-9,708,10637,0.06656012033468083
Moldova,2012,5-9,636,10637,0.05979129453793363
Moldova,2012,5-9,499,10637,0.04691172323023409
Moldova,2012,5-9,412,10637,0.038732725392497884
Moldova,2012,5-9,372,10637,0.03497226661652721
Moldova,2012,10+,1335,10637,0.12550531164802106
Moldova,2012,10+,1219,10637,0.11459998119770612
Moldova,2012,10+,2189,10637,0.20579110651499483
Moldova,2010,0-1,346,11504,0.030076495132127956
Moldova,2010,0-1,699,11504,0.06076147426981919
Moldova,2010,1-2,860,11504,0.07475660639777469
Moldova,2010,3-4,895,11504,0.0777990264255911
Moldova,2010,3-4,832,11504,0.07232267037552156
Moldova,2010,5-9,665,11504,0.057805980528511824
Moldova,2010,5-9,582,11504,0.050591098748261475
Moldova,2010,5-9,455,11504,0.039551460361613354
Moldova,2010,5-9,414,11504,0.035987482614742695
Moldova,2010,5-9,364,11504,0.03164116828929068
Moldova,2010,10+,1579,11504,0.13725660639777468
Moldova,2010,10+,1530,11504,0.13299721835883171
Moldova,2010,10+,2283,11504,0.1984527121001391
Moldova,2009,0-1,424,11884,0.035678222820599126
Moldova,2009,0-1,801,11884,0.0674015483002356
Moldova,2009,1-2,915,11884,0.07699427802086839
Moldova,2009,3-4,823,11884,0.06925277684281386
Moldova,2009,3-4,715,11884,0.06016492763379334
Moldova,2009,5-9,662,11884,0.055705149781218447
Moldova,2009,5-9,536,11884,0.04510265903736116
Moldova,2009,5-9,452,11884,0.038034331874789634
Moldova,2009,5-9,432,11884,0.03635139683608213
Moldova,2009,5-9,396,11884,0.03332211376640862
Moldova,2009,10+,1771,11884,0.14902389767754964
Moldova,2009,10+,1643,11884,0.1382531134298216
Moldova,2009,10+,2314,11884,0.19471558397845842
Moldova,2008,0-1,587,12601,0.046583604475835254
Moldova,2008,0-1,931,12601,0.07388302515673359
Moldova,2008,1-2,896,12601,0.07110546782001428
Moldova,2008,3-4,790,12601,0.06269343702880724
Moldova,2008,3-4,722,12601,0.05729703991746687
Moldova,2008,5-9,645,12601,0.05118641377668439
Moldova,2008,5-9,484,12601,0.03840965002777557
Moldova,2008,5-9,497,12601,0.039441314181414174
Moldova,2008,5-9,456,12601,0.036187604158400125
Moldova,2008,5-9,387,12601,0.030711848266010634
Moldova,2008,10+,1967,12601,0.15609872232362512
Moldova,2008,10+,1703,12601,0.13514800412665662
Moldova,2008,10+,2536,12601,0.20125386874057616
Moldova,2006,0-1,588,12594,0.046688899475940925
Moldova,2006,0-1,842,12594,0.06685723360330316
Moldova,2006,1-2,880,12594,0.06987454343338098
Moldova,2006,3-4,701,12594,0.05566142607590916
Moldova,2006,3-4,596,12594,0.04732412259806257
Moldova,2006,5-9,601,12594,0.0477211370493886
Moldova,2006,5-9,592,12594,0.04700651103700175
Moldova,2006,5-9,541,12594,0.04295696363347626
Moldova,2006,5-9,450,12594,0.03573130061934254
Moldova,2006,5-9,388,12594,0.030808321422899795
Moldova,2006,10+,2302,12594,0.18278545339050342
Moldova,2006,10+,1634,12594,0.12974432269334604
Moldova,2006,10+,2479,12594,0.19683976496744482
Moldova,2004,0-1,820,14918,0.05496715377396434
Moldova,2004,0-1,801,14918,0.05369352460115297
Moldova,2004,1-2,664,14918,0.044509987934039416
Moldova,2004,3-4,695,14918,0.0465880144791527
Moldova,2004,3-4,775,14918,0.05195066362783215
Moldova,2004,5-9,737,14918,0.04940340528220941
Moldova,2004,5-9,619,14918,0.04149349778790722
Moldova,2004,5-9,589,14918,0.039482504357152434
Moldova,2004,5-9,684,14918,0.04585065022120928
Moldova,2004,5-9,656,14918,0.04397372301917147
Moldova,2004,10+,2971,14918,0.19915538275908298
Moldova,2004,10+,1998,14918,0.1339321624882692
Moldova,2004,10+,2908,14918,0.19493229655449792
Moldova,2003,0-1,525,14672,0.0357824427480916
Moldova,2003,0-1,676,14672,0.04607415485278081
Moldova,2003,1-2,709,14672,0.04832333696837514
Moldova,2003,3-4,849,14672,0.05786532170119956
Moldova,2003,3-4,732,14672,0.04989094874591058
Moldova,2003,5-9,708,14672,0.04825517993456925
Moldova,2003,5-9,637,14672,0.04341603053435115
Moldova,2003,5-9,705,14672,0.04805070883315158
Moldova,2003,5-9,680,14672,0.04634678298800436
Moldova,2003,5-9,681,14672,0.04641494002181025
Moldova,2003,10+,2952,14672,0.20119956379498363
Moldova,2003,10+,2004,14672,0.13658669574700108
Moldova,2003,10+,2814,14672,0.191793893129771
Moldova,2002,0-1,377,12698,0.02968971491573476
Moldova,2002,0-1,574,12698,0.04520396912899669
Moldova,2002,1-2,736,12698,0.05796188376122224
Moldova,2002,3-4,691,12698,0.05441801858560403
Moldova,2002,3-4,662,12698,0.05213419436131674
Moldova,2002,5-9,656,12698,0.05166167900456765
Moldova,2002,5-9,671,12698,0.052842967396440385
Moldova,2002,5-9,666,12698,0.05244920459914947
Moldova,2002,5-9,721,12698,0.056780595369349506
Moldova,2002,5-9,720,12698,0.05670184280989132
Moldova,2002,10+,2500,12698,0.19688139864545598
Moldova,2002,10+,1602,12698,0.12616160025200818
Moldova,2002,10+,2113,12698,0.1664041581351394
Moldova,1995,0-1,484,14617,0.0331121297119792
Moldova,1995,0-1,995,14617,0.06807142368475064
Moldova,1995,1-2,1355,14617,0.09270028049531367
Moldova,1995,3-4,1232,14617,0.08428542108503798
Moldova,1995,3-4,1170,14617,0.08004378463432989
Moldova,1995,5-9,3814,14617,0.26092905520968734
Moldova,1995,10+,2253,14617,0.15413559553944037
Moldova,1995,10+,1486,14617,0.10166244783471301
Moldova,1995,10+,1793,14617,0.12266538961483205
Romania,2023,0-1,502,22715,0.022099933964340745
Romania,2023,0-1,899,22715,0.03957737178076161
Romania,2023,1-2,895,22715,0.03940127668941228
Romania,2023,3-4,1125,22715,0.04952674444199868
Romania,2023,3-4,1265,22715,0.05569007263922518
Romania,2023,5-9,1253,22715,0.0551617873651772
Romania,2023,5-9,1096,22715,0.04825005502971605
Romania,2023,5-9,954,22715,0.04199867928681488
Romania,2023,5-9,845,22715,0.037200088047545675
Romania,2023,5-9,782,22715,0.03442659035879375
Romania,2023,10+,3339,22715,0.14699537750385208
Romania,2023,10+,3395,22715,0.14946070878274267
Romania,2023,10+,2399,22715,0.10561303103675986
Romania,2023,10+,3966,22715,0.17459828307285935
Romania,2022,0-1,445,23289,0.01910773326463137
Romania,2022,0-1,834,23289,0.035810897848769806
Romania,2022,1-2,1126,23289,0.048349005968482975
Romania,2022,3-4,1281,23289,0.05500450856627592
Romania,2022,3-4,1327,23289,0.056979689982395124
Romania,2022,5-9,1177,23289,0.05053888101678904
Romania,2022,5-9,1067,23289,0.045815621108677915
Romania,2022,5-9,821,23289,0.03525269440508395
Romania,2022,5-9,831,23289,0.03568208166945768
Romania,2022,5-9,728,23289,0.03125939284640818
Romania,2022,10+,3775,23289,0.16209369230108636
Romania,2022,10+,3165,23289,0.1359010691742883
Romania,2022,10+,2632,23289,0.11301472798316801
Romania,2022,10+,4080,23289,0.17519000386448538
Romania,2021,0-1,418,27024,0.015467732386027236
Romania,2021,0-1,1062,27024,0.039298401420959146
Romania,2021,1-2,1470,27024,0.054396092362344585
Romania,2021,3-4,1530,27024,0.05661634103019538
Romania,2021,3-4,1416,27024,0.052397868561278864
Romania,2021,5-9,1259,27024,0.046588217880402606
Romania,2021,5-9,1158,27024,0.04285079928952042
Romania,2021,5-9,893,27024,0.03304470100651273
Romania,2021,5-9,881,27024,0.03260065127294257
Romania,2021,5-9,840,27024,0.03108348134991119
Romania,2021,10+,4759,27024,0.17610272350503256
Romania,2021,10+,3743,27024,0.13850651272942568
Romania,2021,10+,2947,27024,0.10905121373593843
Romania,2021,10+,4648,27024,0.17199526346950858
Romania,2020,0-1,438,22785,0.019223173140223832
Romania,2020,0-1,971,22785,0.04261575597981128
Romania,2020,1-2,1183,22785,0.05192012288786482
Romania,2020,3-4,1189,22785,0.052183454026772
Romania,2020,3-4,1199,22785,0.05262233925828396
Romania,2020,5-9,977,22785,0.042879087118718455
Romania,2020,5-9,907,22785,0.03980689049813474
Romania,2020,5-9,784,22785,0.034408602150537634
Romania,2020,5-9,763,22785,0.03348694316436252
Romania,2020,5-9,709,22785,0.031116962914197938
Romania,2020,10+,4316,22785,0.18942286592056176
Romania,2020,10+,3001,22785,0.13170945797673908
Romania,2020,10+,2532,22785,0.11112574061882817
Romania,2020,10+,3816,22785,0.16747860434496378
Romania,2019,0-1,695,30197,0.02301553134417326
Romania,2019,0-1,1382,30197,0.04576613570884525
Romania,2019,1-2,1533,30197,0.05076663244693182
Romania,2019,3-4,1573,30197,0.05209126734443819
Romania,2019,3-4,1393,30197,0.0461304103056595
Romania,2019,5-9,1272,30197,0.04212338974070272
Romania,2019,5-9,1196,30197,0.03960658343544061
Romania,2019,5-9,1058,30197,0.03503659303904361
Romania,2019,5-9,1045,30197,0.034606086697354044
Romania,2019,5-9,1182,30197,0.039142961221313374
Romania,2019,10+,5776,30197,0.19127727919992052
Romania,2019,10+,4054,30197,0.1342517468622711
Romania,2019,10+,3265,30197,0.10812332350895784
Romania,2019,10+,4773,30197,0.15806205914494817
Romania,2018,0-1,684,30857,0.02216676929059857
Romania,2018,0-1,1318,30857,0.04271316070907736
Romania,2018,1-2,1569,30857,0.05084745762711865
Romania,2018,3-4,1491,30857,0.04831966814661179
Romania,2018,3-4,1325,30857,0.042940013611174124
Romania,2018,5-9,1302,30857,0.04219463978999903
Romania,2018,5-9,1175,30857,0.03807887999481479
Romania,2018,5-9,1157,30857,0.03749554396085167
Romania,2018,5-9,1236,30857,0.04005574099880092
Romania,2018,5-9,1393,30857,0.045143727517257023
Romania,2018,10+,5927,30857,0.19207959296107852
Romania,2018,10+,4000,30857,0.12963022976958227
Romania,2018,10+,3434,30857,0.11128755225718638
Romania,2018,10+,4846,30857,0.15704702336584891
Romania,2017,0-1,673,31147,0.021607217388512536
Romania,2017,0-1,1328,31147,0.04263653000288952
Romania,2017,1-2,1533,31147,0.049218223263877744
Romania,2017,3-4,1371,31147,0.04401708029665778
Romania,2017,3-4,1389,31147,0.04459498507079333
Romania,2017,5-9,1325,31147,0.0425402125405336
Romania,2017,5-9,1266,31147,0.0406459691142004
Romania,2017,5-9,1415,31147,0.045429736411211355
Romania,2017,5-9,1498,31147,0.04809451953639195
Romania,2017,5-9,1605,31147,0.05152984236041994
Romania,2017,10+,5723,31147,0.18374161235431985
Romania,2017,10+,3998,31147,0.12835907149966289
Romania,2017,10+,3434,31147,0.11025138857674896
Romania,2017,10+,4589,31147,0.14733361158378014
Romania,2016,0-1,649,30497,0.021280781716234383
Romania,2016,0-1,1278,30497,0.04190576122241532
Romania,2016,1-2,1512,30497,0.04957864708004066
Romania,2016,3-4,1500,30497,0.04918516575400859
Romania,2016,3-4,1439,30497,0.047184969013345575
Romania,2016,5-9,1389,30497,0.04554546348821196
Romania,2016,5-9,1489,30497,0.04882447453847919
Romania,2016,5-9,1592,30497,0.052201855920254454
Romania,2016,5-9,1644,30497,0.05390694166639341
Romania,2016,5-9,1619,30497,0.053087188903826604
Romania,2016,10+,5315,30497,0.17427943732170378
Romania,2016,10+,3883,30497,0.12732399908187692
Romania,2016,10+,3145,30497,0.10312489753090467
Romania,2016,10+,4043,30497,0.1325704167623045
Romania,2015,0-1,678,31527,0.021505376344086023
Romania,2015,0-1,1261,31527,0.03999746249246677
Romania,2015,1-2,1550,31527,0.049164208456243856
Romania,2015,3-4,1539,31527,0.04881530117042535
Romania,2015,3-4,1554,31527,0.049291083832905126
Romania,2015,5-9,1738,31527,0.055127351159323754
Romania,2015,5-9,1780,31527,0.05645954261426714
Romania,2015,5-9,1710,31527,0.054239223522694835
Romania,2015,5-9,1771,31527,0.05617407301677927
Romania,2015,5-9,1458,31527,0.04624607479303454
Romania,2015,10+,5446,31527,0.1727408253243252
Romania,2015,10+,4003,31527,0.1269705331937704
Romania,2015,10+,3286,31527,0.10422812192723697
Romania,2015,10+,3753,31527,0.11904082215244076
Romania,2014,0-1,633,27188,0.023282330439899957
Romania,2014,0-1,1214,27188,0.04465205237604826
Romania,2014,1-2,1410,27188,0.05186111519788142
Romania,2014,3-4,1386,27188,0.0509783728115345
Romania,2014,3-4,1512,27188,0.055612770339855816
Romania,2014,5-9,1574,27188,0.057893188171252025
Romania,2014,5-9,1613,27188,0.059327644549065764
Romania,2014,5-9,1617,27188,0.05947476828012358
Romania,2014,5-9,1180,27188,0.04340150066205679
Romania,2014,5-9,1178,27188,0.04332793879652788
Romania,2014,10+,4627,27188,0.17018537590113286
Romania,2014,10+,3257,27188,0.11979549801382963
Romania,2014,10+,2848,27188,0.10475209651316758
Romania,2014,10+,3139,27188,0.11545534794762395
Romania,2013,0-1,634,28507,0.022240151541726594
Romania,2013,0-1,1224,28507,0.04293682253481601
Romania,2013,1-2,1472,28507,0.05163644017258919
Romania,2013,3-4,1584,28507,0.055565299750938366
Romania,2013,3-4,1744,28507,0.06117795629143719
Romania,2013,5-9,1782,28507,0.06251096221980566
Romania,2013,5-9,1808,28507,0.06342301890763673
Romania,2013,5-9,1428,28507,0.050092959623952014
Romania,2013,5-9,1259,28507,0.04416459115305013
Romania,2013,5-9,1197,28507,0.041989686743606834
Romania,2013,10+,4690,28507,0.1645209948433718
Romania,2013,10+,3556,28507,0.12474129161258639
Romania,2013,10+,2969,28507,0.10414985792963131
Romania,2013,10+,3160,28507,0.1108499666748518
Romania,2012,0-1,763,31324,0.024358319499425362
Romania,2012,0-1,1362,31324,0.04348103690460988
Romania,2012,1-2,1900,31324,0.06065636572596093
Romania,2012,3-4,2094,31324,0.06684969991061167
Romania,2012,3-4,2106,31324,0.06723279274677564
Romania,2012,5-9,2084,31324,0.06653045588047503
Romania,2012,5-9,1695,31324,0.05411186310815988
Romania,2012,5-9,1452,31324,0.04635423317583961
Romania,2012,5-9,1321,31324,0.04217213638104968
Romania,2012,5-9,1203,31324,0.038405056825437364
Romania,2012,10+,1194,31324,0.03811773719831439
Romania,2012,10+,1012,31324,0.03230749584982761
Romania,2012,10+,1015,31324,0.032403269058868596
Romania,2012,10+,943,31324,0.030104712041884817
Romania,2012,10+,893,31324,0.028508491891201634
Romania,2012,10+,807,31324,0.025762993232026563
Romania,2012,10+,779,31324,0.024869109947643978
Romania,2012,10+,704,31324,0.022474779721619206
Romania,2012,10+,719,31324,0.02295364576682416
Romania,2012,10+,744,31324,0.023751755842165753
Romania,2012,10+,737,31324,0.023528285021070107
Romania,2012,10+,783,31324,0.024996807559698634
Romania,2012,10+,658,31324,0.02100625718299068
Romania,2012,10+,519,31324,0.01656876516409143
Romania,2012,10+,505,31324,0.01612182352190014
Romania,2012,10+,437,31324,0.013950964116971012
Romania,2012,10+,354,31324,0.01130123866683693
Romania,2012,10+,366,31324,0.011684331503000894
Romania,2012,10+,288,31324,0.00919422806793513
Romania,2012,10+,244,31324,0.00778955433533393
Romania,2012,10+,1643,31324,0.05245179415144937
Romania,2011,0-1,815,35780,0.02277808831749581
Romania,2011,0-1,1830,35780,0.05114589155953046
Romania,2011,1-2,2246,35780,0.06277249860257127
Romania,2011,3-4,2480,35780,0.06931246506428172
Romania,2011,3-4,2505,35780,0.07001117942984908
Romania,2011,5-9,2111,35780,0.05899944102850754
Romania,2011,5-9,1793,35780,0.050111794298490775
Romania,2011,5-9,1650,35780,0.0461151481274455
Romania,2011,5-9,1434,35780,0.04007825600894355
Romania,2011,5-9,1313,35780,0.03669647847959754
Romania,2011,10+,1270,35780,0.03549468977082169
Romania,2011,10+,1202,35780,0.03359418669647848
Romania,2011,10+,1150,35780,0.03214086081609838
Romania,2011,10+,1146,35780,0.032029066517607604
Romania,2011,10+,1021,35780,0.028535494689770822
Romania,2011,10+,969,35780,0.02708216880939072
Romania,2011,10+,841,35780,0.02350475125768586
Romania,2011,10+,873,35780,0.024399105645612075
Romania,2011,10+,853,35780,0.02384013415315819
Romania,2011,10+,859,35780,0.024007825600894355
Romania,2011,10+,936,35780,0.02615986584684181
Romania,2011,10+,774,35780,0.021632196757965343
Romania,2011,10+,715,35780,0.019983230855226384
Romania,2011,10+,671,35780,0.018753493571827838
Romania,2011,10+,573,35780,0.016014533258803802
Romania,2011,10+,494,35780,0.013806595863610957
Romania,2011,10+,405,35780,0.011319172722191169
Romania,2011,10+,355,35780,0.009921743991056456
Romania,2011,10+,323,35780,0.00902738960313024
Romania,2011,10+,341,35780,0.009530463946338736
Romania,2011,10+,1832,35780,0.051201788708775856
Romania,2010,0-1,516,32632,0.01581269919097818
Romania,2010,0-1,1654,32632,0.05068644275557735
Romania,2010,1-2,2115,32632,0.06481367982348615
Romania,2010,3-4,2240,32632,0.06864427555773474
Romania,2010,3-4,2027,32632,0.06211694042657514
Romania,2010,5-9,1783,32632,0.05463961755332189
Romania,2010,5-9,1595,32632,0.04887840156901201
Romania,2010,5-9,1543,32632,0.0472848737435646
Romania,2010,5-9,1380,32632,0.042289776906104436
Romania,2010,5-9,1273,32632,0.03901078695758765
Romania,2010,10+,1257,32632,0.03852047070360382
Romania,2010,10+,1140,32632,0.03493503309634714
Romania,2010,10+,1067,32632,0.03269796518754597
Romania,2010,10+,1045,32632,0.032023780338318215
Romania,2010,10+,953,32632,0.02920446187791125
Romania,2010,10+,890,32632,0.027273841627849963
Romania,2010,10+,825,32632,0.025281931846040696
Romania,2010,10+,889,32632,0.027243196861975974
Romania,2010,10+,887,32632,0.027181907330227996
Romania,2010,10+,869,32632,0.0266303015444962
Romania,2010,10+,813,32632,0.02491419465555283
Romania,2010,10+,742,32632,0.022738416278499634
Romania,2010,10+,672,32632,0.020593282667320422
Romania,2010,10+,538,32632,0.016486884040205933
Romania,2010,10+,485,32632,0.014862711448884531
Romania,2010,10+,452,32632,0.013851434175042903
Romania,2010,10+,383,32632,0.01173694532973768
Romania,2010,10+,363,32632,0.011124050012257906
Romania,2010,10+,334,32632,0.010235351801912233
Romania,2010,10+,286,32632,0.008764403039960775
Romania,2010,10+,1616,32632,0.04952194165236578
