country,year,duration_std,value,total_value,percent_of_total
Austria,2023,0-1,208,14721,0.014129474899803002
Austria,2023,0-1,649,14721,0.04408667889409687
Austria,2023,1-2,683,14721,0.04639630459887236
Austria,2023,3-4,825,14721,0.056042388424699406
Austria,2023,3-4,950,14721,0.06453365939813871
Austria,2023,5-9,872,14721,0.05923510631071259
Austria,2023,5-9,787,14721,0.05346104204877386
Austria,2023,5-9,757,14721,0.051423137015148425
Austria,2023,5-9,738,14721,0.050132463827185655
Austria,2023,5-9,625,14721,0.042456354867196525
Austria,2023,10+,2578,14721,0.1751239725562122
Austria,2023,10+,1913,14721,0.1299504109775151
Austria,2023,10+,1245,14721,0.08457305889545547
Austria,2023,10+,1891,14721,0.1284559472861898
Austria,2019,0-1,306,16319,0.018751148967461242
Austria,2019,0-1,742,16319,0.04546847233286353
Austria,2019,1-2,985,16319,0.06035909063055334
Austria,2019,3-4,1098,16319,0.0672835345303021
Austria,2019,3-4,944,16319,0.057846681781971936
Austria,2019,5-9,789,16319,0.04834855076904222
Austria,2019,5-9,841,16319,0.05153502052821864
Austria,2019,5-9,746,16319,0.04571358539126172
Austria,2019,5-9,706,16319,0.04326245480727986
Austria,2019,5-9,693,16319,0.04246583736748575
Austria,2019,10+,2722,16319,0.16679943623996568
Austria,2019,10+,2001,16319,0.12261780746369262
Austria,2019,10+,1545,16319,0.0946749188062994
Austria,2019,10+,2201,16319,0.13487346038360193
Austria,2018,0-1,244,16304,0.014965652600588812
Austria,2018,0-1,779,16304,0.047779685966633956
Austria,2018,1-2,977,16304,0.059923945044160945
Austria,2018,3-4,1038,16304,0.06366535819430814
Austria,2018,3-4,954,16304,0.05851324828263003
Austria,2018,5-9,866,16304,0.053115799803729144
Austria,2018,5-9,836,16304,0.05127576054955839
Austria,2018,5-9,761,16304,0.0466756624141315
Austria,2018,5-9,667,16304,0.04091020608439647
Austria,2018,5-9,650,16304,0.039867517173699706
Austria,2018,10+,2703,16304,0.1657875368007851
Austria,2018,10+,1990,16304,0.12205593719332679
Austria,2018,10+,1554,16304,0.09531403336604514
Austria,2018,10+,2285,16304,0.1401496565260059
Austria,2017,0-1,268,16180,0.016563658838071694
Austria,2017,0-1,760,16180,0.04697156983930779
Austria,2017,1-2,983,16180,0.060754017305315204
Austria,2017,3-4,1032,16180,0.06378244746600742
Austria,2017,3-4,945,16180,0.058405438813349815
Austria,2017,5-9,865,16180,0.0534610630407911
Austria,2017,5-9,809,16180,0.05
Austria,2017,5-9,732,16180,0.045241038318912234
Austria,2017,5-9,669,16180,0.04134734239802225
Austria,2017,5-9,644,16180,0.03980222496909765
Austria,2017,10+,2648,16180,0.16365883807169346
Austria,2017,10+,2084,16180,0.1288009888751545
Austria,2017,10+,1611,16180,0.0995673671199011
Austria,2017,10+,2130,16180,0.13164400494437578
Austria,2016,0-1,241,15919,0.015139141905898611
Austria,2016,0-1,715,15919,0.04491488158803945
Austria,2016,1-2,976,15919,0.061310383818079024
Austria,2016,3-4,969,15919,0.06087065770462969
Austria,2016,3-4,842,15919,0.05289276964633457
Austria,2016,5-9,921,15919,0.057855392926691375
Austria,2016,5-9,767,15919,0.04818141843080596
Austria,2016,5-9,686,15919,0.04309315911803505
Austria,2016,5-9,673,15919,0.042276524907343425
Austria,2016,5-9,596,15919,0.037439537659400716
Austria,2016,10+,2760,15919,0.173377724731453
Austria,2016,10+,2070,15919,0.13003329354858972
Austria,2016,10+,1540,15919,0.09673974495885419
Austria,2016,10+,2163,15919,0.1358753690558452
Austria,2012,0-1,282,17006,0.016582382688462894
Austria,2012,0-1,818,17006,0.0481006703516406
Austria,2012,1-2,982,17006,0.05774432553216512
Austria,2012,3-4,959,17006,0.05639186169587204
Austria,2012,3-4,912,17006,0.0536281312477949
Austria,2012,5-9,892,17006,0.052452075737974835
Austria,2012,5-9,954,17006,0.05609784781841703
Austria,2012,5-9,919,17006,0.054039750676231915
Austria,2012,5-9,825,17006,0.04851228978007762
Austria,2012,5-9,594,17006,0.03492884864165589
Austria,2012,10+,608,17006,0.03575208749852993
Austria,2012,10+,536,17006,0.0315182876631777
Austria,2012,10+,534,17006,0.031400682112195696
Austria,2012,10+,484,17006,0.028460543337645538
Austria,2012,10+,481,17006,0.028284135011172527
Austria,2012,10+,505,17006,0.029695401622956603
Austria,2012,10+,488,17006,0.02869575443960955
Austria,2012,10+,455,17006,0.026755262848406444
Austria,2012,10+,419,17006,0.02463836293073033
Austria,2012,10+,405,17006,0.023815124073856286
Austria,2012,10+,440,17006,0.0258732212160414
Austria,2012,10+,340,17006,0.019992943666941078
Austria,2012,10+,338,17006,0.01987533811595907
Austria,2012,10+,303,17006,0.017817240973773962
Austria,2012,10+,432,17006,0.025402799012113373
Austria,2012,10+,282,17006,0.016582382688462894
Austria,2012,10+,206,17006,0.012113371751146655
Austria,2012,10+,194,17006,0.011407738445254617
Austria,2012,10+,180,17006,0.010584499588380572
Austria,2012,10+,150,17006,0.008820416323650476
Austria,2012,10+,133,17006,0.007820769140303422
Austria,2012,10+,132,17006,0.007761966364812419
Austria,2012,10+,94,17006,0.005527460896154299
Austria,2012,10+,93,17006,0.005468658120663296
Austria,2012,10+,91,17006,0.005351052569681289
Austria,2012,10+,546,17006,0.032106315418087734
Austria,2011,0-1,283,17295,0.01636311072564325
Austria,2011,0-1,803,17295,0.04642960393177219
Austria,2011,1-2,992,17295,0.05735761780861521
Austria,2011,3-4,1069,17295,0.06180977161029199
Austria,2011,3-4,924,17295,0.05342584562012142
Austria,2011,5-9,997,17295,0.05764671870482799
Austria,2011,5-9,945,17295,0.05464006938421509
Austria,2011,5-9,844,17295,0.04880023128071697
Austria,2011,5-9,731,17295,0.042266551026308184
Austria,2011,5-9,656,17295,0.037930037583116506
Austria,2011,10+,580,17295,0.03353570396068228
Austria,2011,10+,615,17295,0.03555941023417172
Austria,2011,10+,539,17295,0.031165076611737497
Austria,2011,10+,553,17295,0.03197455912113328
Austria,2011,10+,549,17295,0.03174327840416305
Austria,2011,10+,464,17295,0.026828563168545823
Austria,2011,10+,491,17295,0.028389708008094827
Austria,2011,10+,475,17295,0.027464585140213934
Austria,2011,10+,439,17295,0.025383058687481933
Austria,2011,10+,446,17295,0.02578779994217982
Austria,2011,10+,362,17295,0.020930904885805145
Austria,2011,10+,338,17295,0.01954322058398381
Austria,2011,10+,313,17295,0.01809771610291992
Austria,2011,10+,439,17295,0.025383058687481933
Austria,2011,10+,315,17295,0.01821335646140503
Austria,2011,10+,240,17295,0.013876843018213356
Austria,2011,10+,244,17295,0.01410812373518358
Austria,2011,10+,226,17295,0.013067360508817577
Austria,2011,10+,208,17295,0.012026597282451576
Austria,2011,10+,159,17295,0.009193408499566348
Austria,2011,10+,170,17295,0.009829430471234461
Austria,2011,10+,140,17295,0.008094825093957791
Austria,2011,10+,94,17295,0.005435096848800231
Austria,2011,10+,79,17295,0.004567794160161897
Austria,2011,10+,82,17295,0.004741254697889563
Austria,2011,10+,491,17295,0.028389708008094827
Austria,2010,0-1,285,17474,0.016309946205791463
Austria,2010,0-1,810,17474,0.046354583953302046
Austria,2010,1-2,1016,17474,0.058143527526610964
Austria,2010,3-4,1028,17474,0.05883026210369692
Austria,2010,3-4,1074,17474,0.06146274464919309
Austria,2010,5-9,1132,17474,0.06478196177177521
Austria,2010,5-9,984,17474,0.05631223532104841
Austria,2010,5-9,771,17474,0.044122696577772694
Austria,2010,5-9,699,17474,0.04000228911525695
Austria,2010,5-9,633,17474,0.03622524894128419
Austria,2010,10+,647,17474,0.03702643928121781
Austria,2010,10+,582,17474,0.03330662698866888
Austria,2010,10+,574,17474,0.032848803937278244
Austria,2010,10+,529,17474,0.030273549273205906
Austria,2010,10+,502,17474,0.028728396474762503
Austria,2010,10+,494,17474,0.028270573423371866
Austria,2010,10+,482,17474,0.02758383884628591
Austria,2010,10+,453,17474,0.02592423028499485
Austria,2010,10+,409,17474,0.023406203502346342
Austria,2010,10+,435,17474,0.024894128419365915
Austria,2010,10+,375,17474,0.021460455533936135
Austria,2010,10+,316,17474,0.01808401052993018
Austria,2010,10+,521,17474,0.02981572622181527
Austria,2010,10+,320,17474,0.0183129220556255
Austria,2010,10+,286,17474,0.016367174087215292
Austria,2010,10+,249,17474,0.014249742474533592
Austria,2010,10+,251,17474,0.014364198237381252
Austria,2010,10+,195,17474,0.01115943687764679
Austria,2010,10+,193,17474,0.01104498111479913
Austria,2010,10+,150,17474,0.008584182213574454
Austria,2010,10+,176,17474,0.010072107130594025
Austria,2010,10+,117,17474,0.006695662126588074
Austria,2010,10+,89,17474,0.0050932814467208425
Austria,2010,10+,94,17474,0.005379420853839991
Austria,2010,10+,73,17474,0.004177635343939568
Austria,2010,10+,530,17474,0.030330777154629736
Austria,2009,0-1,364,18806,0.019355524832500266
Austria,2009,0-1,873,18806,0.04642135488673828
Austria,2009,1-2,1093,18806,0.058119749016271406
Austria,2009,3-4,1390,18806,0.07391258109114113
Austria,2009,3-4,1259,18806,0.06694671913219186
Austria,2009,5-9,1166,18806,0.062001488886525576
Austria,2009,5-9,909,18806,0.048335637562480056
Austria,2009,5-9,791,18806,0.042061044347548655
Austria,2009,5-9,742,18806,0.039455492927789
Austria,2009,5-9,721,18806,0.0383388280336063
Austria,2009,10+,654,18806,0.034776135275975756
Austria,2009,10+,622,18806,0.03307455067531639
Austria,2009,10+,578,18806,0.03073487184940976
Austria,2009,10+,572,18806,0.030415824736786133
Austria,2009,10+,541,18806,0.028767414654897374
Austria,2009,10+,537,18806,0.028554716579814954
Austria,2009,10+,528,18806,0.028076145910879508
Austria,2009,10+,482,18806,0.02563011804743167
Austria,2009,10+,416,18806,0.02212059980857173
Austria,2009,10+,443,18806,0.02355631181537807
Austria,2009,10+,378,18806,0.020099968095288738
Austria,2009,10+,540,18806,0.028714240136126768
Austria,2009,10+,381,18806,0.020259491651600552
Austria,2009,10+,317,18806,0.016856322450281826
Austria,2009,10+,296,18806,0.01573965755609912
Austria,2009,10+,290,18806,0.015420610443475487
Austria,2009,10+,252,18806,0.013399978730192491
Austria,2009,10+,222,18806,0.011804743167074338
Austria,2009,10+,188,18806,0.009996809528873763
Austria,2009,10+,180,18806,0.009571413378708923
Austria,2009,10+,149,18806,0.007923003296820164
Austria,2009,10+,127,18806,0.006753163883866851
Austria,2009,10+,114,18806,0.006061895139848984
Austria,2009,10+,91,18806,0.004838881208125066
Austria,2009,10+,99,18806,0.005264277358289908
Austria,2009,10+,501,18806,0.02664043390407317
Austria,2008,0-1,337,19701,0.01710573067356987
Austria,2008,0-1,910,19701,0.04619054870311152
Austria,2008,1-2,1414,19701,0.07177300644637329
Austria,2008,3-4,1651,19701,0.08380285264707375
Austria,2008,3-4,1306,19701,0.06629105121567433
Austria,2008,5-9,1187,19701,0.060250748692959745
Austria,2008,5-9,944,19701,0.04791634942388711
Austria,2008,5-9,819,19701,0.041571493832800364
Austria,2008,5-9,818,19701,0.04152073498807167
Austria,2008,5-9,723,19701,0.036698644738845744
Austria,2008,10+,648,19701,0.0328917313841937
Austria,2008,10+,605,19701,0.030709101060859854
Austria,2008,10+,616,19701,0.03126744835287549
Austria,2008,10+,614,19701,0.0311659306634181
Austria,2008,10+,494,19701,0.025074869295974824
Austria,2008,10+,527,19701,0.026749911172021724
Austria,2008,10+,542,19701,0.027511293842952134
Austria,2008,10+,514,19701,0.026090046190548704
Austria,2008,10+,450,19701,0.02284148012791229
Austria,2008,10+,407,19701,0.02065884980457845
Austria,2008,10+,611,19701,0.03101365412923202
Austria,2008,10+,410,19701,0.02081112633876453
Austria,2008,10+,353,19701,0.017917872189228974
Austria,2008,10+,339,19701,0.01720724836302726
Austria,2008,10+,337,19701,0.01710573067356987
Austria,2008,10+,292,19701,0.01482158266077864
Austria,2008,10+,250,19701,0.012689711182173494
Austria,2008,10+,183,19701,0.009288868585350997
Austria,2008,10+,191,19701,0.00969493934318055
Austria,2008,10+,157,19701,0.007969138622404955
Austria,2008,10+,148,19701,0.0075123090198467085
Austria,2008,10+,116,19701,0.005888025988528501
Austria,2008,10+,112,19701,0.005684990609613725
Austria,2008,10+,111,19701,0.005634231764885031
Austria,2008,10+,96,19701,0.004872849093954621
Austria,2008,10+,469,19701,0.023805898177757474
Austria,2007,0-1,296,20516,0.014427763696627023
Austria,2007,0-1,1179,20516,0.057467342561902904
Austria,2007,1-2,1881,20516,0.09168453889647105
Austria,2007,3-4,1814,20516,0.08841879508676155
Austria,2007,3-4,1351,20516,0.0658510430883213
Austria,2007,5-9,1083,20516,0.05278806784948333
Austria,2007,5-9,895,20516,0.04362448820432833
Austria,2007,5-9,830,20516,0.04045622928446091
Austria,2007,5-9,758,20516,0.036946773250146225
Austria,2007,5-9,712,20516,0.03470462078377851
Austria,2007,10+,744,20516,0.03626437902125171
Austria,2007,10+,665,20516,0.032413725872489765
Austria,2007,10+,609,20516,0.02968414895691168
Austria,2007,10+,588,20516,0.028660557613569896
Austria,2007,10+,577,20516,0.028124390719438487
Austria,2007,10+,601,20516,0.029294209397543382
Austria,2007,10+,536,20516,0.02612595047767596
Austria,2007,10+,490,20516,0.023883798011308247
Austria,2007,10+,386,20516,0.018814583739520375
Austria,2007,10+,655,20516,0.031926301423279395
Austria,2007,10+,426,20516,0.020764281536361864
Austria,2007,10+,368,20516,0.017937219730941704
Austria,2007,10+,342,20516,0.016669916162994736
Austria,2007,10+,344,20516,0.01676740105283681
Austria,2007,10+,309,20516,0.015061415480600507
Austria,2007,10+,243,20516,0.011844414115812048
Austria,2007,10+,225,20516,0.01096705010723338
Austria,2007,10+,242,20516,0.011795671670891012
Austria,2007,10+,153,20516,0.007457594072918698
Austria,2007,10+,154,20516,0.007506336517839735
Austria,2007,10+,133,20516,0.006482745174497953
Austria,2007,10+,122,20516,0.0059465782803665435
Austria,2007,10+,97,20516,0.004728017157340612
Austria,2007,10+,113,20516,0.005507896276077208
Austria,2007,10+,81,20516,0.003948138038604016
Austria,2007,10+,514,20516,0.025053616689413142
Austria,2004,0-1,414,19590,0.02113323124042879
Austria,2004,0-1,1204,19590,0.06145992853496682
Austria,2004,1-2,1443,19590,0.07366003062787137
Austria,2004,3-4,1369,19590,0.0698825931597754
Austria,2004,3-4,1218,19590,0.06217457886676876
Austria,2004,5-9,1083,19590,0.0552833078101072
Austria,2004,5-9,952,19590,0.048596222562531904
Austria,2004,5-9,952,19590,0.048596222562531904
Austria,2004,5-9,810,19590,0.04134762633996937
Austria,2004,5-9,721,19590,0.0368044920877999
Austria,2004,10+,3198,19590,0.16324655436447166
Austria,2004,10+,2591,19590,0.13226135783563042
Austria,2004,10+,1758,19590,0.08973966309341501
Austria,2004,10+,1877,19590,0.0958141909137315
Austria,2003,0-1,381,19066,0.0199832161963705
Austria,2003,0-1,1013,19066,0.053131228364628136
Austria,2003,1-2,1211,19066,0.06351620686037973
Austria,2003,3-4,1310,19066,0.06870869610825553
Austria,2003,3-4,1211,19066,0.06351620686037973
Austria,2003,5-9,1050,19066,0.055071855659288786
Austria,2003,5-9,945,19066,0.04956467009335991
Austria,2003,5-9,848,19066,0.04447707961816847
Austria,2003,5-9,849,19066,0.04452952900451065
Austria,2003,5-9,815,19066,0.04274624986887653
Austria,2003,10+,3151,19066,0.16526801636420854
Austria,2003,10+,2790,19066,0.14633378789468163
Austria,2003,10+,1655,19066,0.08680373439630756
Austria,2003,10+,1837,19066,0.09634952271058429
Austria,2002,0-1,400,19918,0.02008233758409479
Austria,2002,0-1,1040,19918,0.05221407771864645
Austria,2002,1-2,1260,19918,0.06325936338989858
Austria,2002,3-4,1277,19918,0.06411286273722261
Austria,2002,3-4,1213,19918,0.06089968872376745
Austria,2002,5-9,1149,19918,0.05768651471031228
Austria,2002,5-9,968,19918,0.04859925695350939
Austria,2002,5-9,988,19918,0.049603373832714126
Austria,2002,5-9,926,19918,0.04649061150717944
Austria,2002,5-9,886,19918,0.04448237774876996
Austria,2002,10+,3559,19918,0.17868259865448338
Austria,2002,10+,2608,19918,0.13093684104829803
Austria,2002,10+,1697,19918,0.08519931720052214
Austria,2002,10+,1947,19918,0.09775077819058138
Austria,1997,0-1,440,18027,0.02440783269540134
Austria,1997,0-1,1069,18027,0.059299938980418264
Austria,1997,1-2,1227,18027,0.06806456981194875
Austria,1997,3-4,1320,18027,0.07322349808620403
Austria,1997,3-4,1193,18027,0.06617851001275864
Austria,1997,5-9,1060,18027,0.05880068785710323
Austria,1997,5-9,993,18027,0.05508404060575803
Austria,1997,5-9,934,18027,0.05181117213069285
Austria,1997,5-9,732,18027,0.040605758029622234
Austria,1997,5-9,996,18027,0.05525045764686304
Austria,1997,10+,2990,18027,0.1658623176346591
Austria,1997,10+,2041,18027,0.11321906029844123
Austria,1997,10+,3032,18027,0.16819215621012926
Austria,1996,0-1,414,18079,0.022899496653575973
Austria,1996,0-1,1059,18079,0.05857624868632114
Austria,1996,1-2,1306,18079,0.07223850876707782
Austria,1996,3-4,1336,18079,0.07389789258255434
Austria,1996,3-4,1131,18079,0.0625587698434648
Austria,1996,5-9,1086,18079,0.06006969412025001
Austria,1996,5-9,955,18079,0.05282371812600255
Austria,1996,5-9,863,18079,0.04773494109187455
Austria,1996,5-9,1128,18079,0.06239283146191714
Austria,1996,5-9,802,18079,0.044360860667072295
Austria,1996,10+,2971,18079,0.16433431052602468
Austria,1996,10+,2023,18079,0.11189778195696665
Austria,1996,10+,3005,18079,0.16621494551689805
Austria,1995,0-1,463,18204,0.025433970555921774
Austria,1995,0-1,1162,18204,0.06383212480773456
Austria,1995,1-2,1412,18204,0.07756537024829707
Austria,1995,3-4,1350,18204,0.07415952537903757
Austria,1995,3-4,1205,18204,0.06619424302351132
Austria,1995,5-9,1154,18204,0.06339266095363656
Austria,1995,5-9,884,18204,0.04856075587782905
Austria,1995,5-9,1187,18204,0.06520544935179082
Austria,1995,5-9,864,18204,0.047462096242584045
Austria,1995,5-9,733,18204,0.040265875631729293
Austria,1995,10+,2855,18204,0.15683366293122392
Austria,1995,10+,1914,18204,0.1051417270929466
Austria,1995,10+,3021,18204,0.1659525379037574
Belarus,2018,0-1,989,33152,0.029832287644787646
Belarus,2018,0-1,2237,33152,0.06747707528957529
Belarus,2018,1-2,2698,33152,0.08138272200772201
Belarus,2018,3-4,2859,33152,0.08623914092664092
Belarus,2018,3-4,2702,33152,0.08150337837837837
Belarus,2018,5-9,9189,33152,0.2771778474903475
Belarus,2018,10+,5147,33152,0.15525458494208494
Belarus,2018,10+,2895,33152,0.08732504826254826
Belarus,2018,10+,4436,33152,0.13380791505791506
Belarus,2017,0-1,990,32006,0.030931700306192588
Belarus,2017,0-1,2458,32006,0.07679810035618322
Belarus,2017,1-2,2920,32006,0.09123289383240642
Belarus,2017,3-4,2815,32006,0.08795225895144661
Belarus,2017,3-4,2488,32006,0.07773542460788602
Belarus,2017,5-9,8633,32006,0.26973067549834406
Belarus,2017,10+,4580,32006,0.143098169093295
Belarus,2017,10+,2804,32006,0.08760857339248891
Belarus,2017,10+,4318,32006,0.13491220396175718
Belarus,2016,0-1,1192,32628,0.03653303910751502
Belarus,2016,0-1,2778,32628,0.08514159617506437
Belarus,2016,1-2,2985,32628,0.09148584038249356
Belarus,2016,3-4,2794,32628,0.08563197253892363
Belarus,2016,3-4,2458,32628,0.07533406889787912
Belarus,2016,5-9,8514,32628,0.26094152261860976
Belarus,2016,10+,4508,32628,0.13816354051734706
Belarus,2016,10+,2818,32628,0.08636753708471252
Belarus,2016,10+,4581,32628,0.14040088267745496
Belarus,2015,0-1,1329,32984,0.0402922629153529
Belarus,2015,0-1,2910,32984,0.08822459374242057
Belarus,2015,1-2,2900,32984,0.08792141644433665
Belarus,2015,3-4,2628,32984,0.07967499393645404
Belarus,2015,3-4,2447,32984,0.07418748484113509
Belarus,2015,5-9,8808,32984,0.26703856415231625
Belarus,2015,10+,4334,32984,0.1313970409895707
Belarus,2015,10+,2899,32984,0.08789109871452826
Belarus,2015,10+,4729,32984,0.14337254426388552
Belarus,2014,0-1,1431,34864,0.04104520422212024
Belarus,2014,0-1,2781,34864,0.07976709499770537
Belarus,2014,1-2,2938,34864,0.08427030748049565
Belarus,2014,3-4,2815,34864,0.08074231298760899
Belarus,2014,3-4,2468,34864,0.07078935291418081
Belarus,2014,5-9,9186,34864,0.2634809545663148
Belarus,2014,10+,4874,34864,0.1398003671408903
Belarus,2014,10+,3173,34864,0.09101078476365305
Belarus,2014,10+,5198,34864,0.14909362092703074
Belarus,2012,0-1,1211,39034,0.03102423528206179
Belarus,2012,0-1,2931,39034,0.07508838448532049
Belarus,2012,1-2,3061,39034,0.07841881436696213
Belarus,2012,3-4,3148,39034,0.08064764051852231
Belarus,2012,3-4,3177,39034,0.08139058256904237
Belarus,2012,5-9,9818,39034,0.251524312138136
Belarus,2012,10+,5932,39034,0.15197007736844803
Belarus,2012,10+,3811,39034,0.0976328329148947
Belarus,2012,10+,5945,39034,0.15230312035661217
Belarus,2011,0-1,1124,38584,0.029131246112378186
Belarus,2011,0-1,2875,38584,0.07451275139954386
Belarus,2011,1-2,3317,38584,0.08596827700601285
Belarus,2011,3-4,3581,38584,0.09281049139539706
Belarus,2011,3-4,3100,38584,0.08034418411776903
Belarus,2011,5-9,9488,38584,0.24590503835786853
Belarus,2011,10+,5638,38584,0.14612274517934895
Belarus,2011,10+,3728,38584,0.09662036077130416
Belarus,2011,10+,5733,38584,0.14858490566037735
Belarus,2009,0-1,1084,35056,0.03092195344591511
Belarus,2009,0-1,2918,35056,0.08323824737562757
Belarus,2009,1-2,2907,35056,0.08292446371519854
Belarus,2009,3-4,2708,35056,0.0772478320401643
Belarus,2009,3-4,2248,35056,0.0641259698767686
Belarus,2009,5-9,8939,35056,0.2549920127795527
Belarus,2009,10+,5400,35056,0.15403925148334094
Belarus,2009,10+,3578,35056,0.10206526700136924
Belarus,2009,10+,5274,35056,0.15044500228206298
Belarus,2008,0-1,1263,36679,0.03443387224297282
Belarus,2008,0-1,2562,36679,0.06984923253087598
Belarus,2008,1-2,2686,36679,0.07322991357452494
Belarus,2008,3-4,2498,36679,0.06810436489544426
Belarus,2008,3-4,2433,36679,0.06633223370320893
Belarus,2008,5-9,9865,36679,0.2689549878677172
Belarus,2008,10+,5718,36679,0.15589301780310258
Belarus,2008,10+,4143,36679,0.11295291583740015
Belarus,2008,10+,5511,36679,0.15024946154475313
Belarus,2007,0-1,1033,36146,0.02857854257732529
Belarus,2007,0-1,2243,36146,0.062053892546893155
Belarus,2007,1-2,2340,36146,0.06473745366015603
Belarus,2007,3-4,2541,36146,0.07029823493609251
Belarus,2007,3-4,2503,36146,0.06924694295357715
Belarus,2007,5-9,10185,36146,0.2817739168926022
Belarus,2007,10+,5762,36146,0.15940906324351242
Belarus,2007,10+,4160,36146,0.11508880650694406
Belarus,2007,10+,5379,36146,0.14881314668289713
Belarus,2004,0-1,955,29133,0.03278069543129784
Belarus,2004,0-1,1777,29133,0.060996121237085095
Belarus,2004,1-2,1974,29133,0.06775821233652558
Belarus,2004,3-4,1997,29133,0.06854769505371915
Belarus,2004,3-4,2073,29133,0.07115642055401092
Belarus,2004,5-9,7487,29133,0.25699378711426907
Belarus,2004,10+,5008,29133,0.17190128033501528
Belarus,2004,10+,3291,29133,0.11296467922973948
Belarus,2004,10+,4571,29133,0.15690110870833762
Belarus,1997,0-1,1334,47301,0.02820236358639352
Belarus,1997,0-1,2643,47301,0.05587619712056827
Belarus,1997,1-2,3069,47301,0.0648823492103761
Belarus,1997,3-4,3178,47301,0.06718674023804994
Belarus,1997,3-4,3339,47301,0.0705904737743388
Belarus,1997,5-9,14039,47301,0.296801336123972
Belarus,1997,10+,8652,47301,0.18291368047187162
Belarus,1997,10+,5295,47301,0.1119426650599353
Belarus,1997,10+,5752,47301,0.12160419441449441
Belarus,1996,0-1,1569,34986,0.04484651003258446
Belarus,1996,0-1,2610,34986,0.0746012690790602
Belarus,1996,1-2,3083,34986,0.0881209626707826
Belarus,1996,3-4,2887,34986,0.08251872177442406
Belarus,1996,3-4,2535,34986,0.07245755445035157
Belarus,1996,5-9,8768,34986,0.2506145315268965
Belarus,1996,10+,5420,34986,0.15491911050134338
Belarus,1996,10+,3358,34986,0.09598124964271423
Belarus,1996,10+,4758,34986,0.13599725604527527
Belarus,1995,0-1,1536,42119,0.03646810228163062
Belarus,1995,0-1,2821,42119,0.06697689878677082
Belarus,1995,1-2,3140,42119,0.07455067784135426
Belarus,1995,3-4,3275,42119,0.0777558821434507
Belarus,1995,3-4,3341,42119,0.07932287091336451
Belarus,1995,5-9,11936,42119,0.2833875448135046
Belarus,1995,10+,6992,42119,0.16600584059450604
Belarus,1995,10+,4456,42119,0.10579548422327216
Belarus,1995,10+,4621,42119,0.10971295614805669
Belgium,2023,0-1,202,20046,0.010076823306395291
Belgium,2023,0-1,690,20046,0.03442083208620174
Belgium,2023,1-2,703,20046,0.035069340516811334
Belgium,2023,3-4,887,20046,0.0442482290731318
Belgium,2023,3-4,1057,20046,0.052728723934949616
Belgium,2023,5-9,1043,20046,0.052030330240446974
Belgium,2023,5-9,1004,20046,0.05008480494861818
Belgium,2023,5-9,988,20046,0.04928664072632944
Belgium,2023,5-9,924,20046,0.0460939838371745
Belgium,2023,5-9,865,20046,0.043150753267484784
Belgium,2023,10+,3729,20046,0.18602214905716852
Belgium,2023,10+,2685,20046,0.1339419335528285
Belgium,2023,10+,1843,20046,0.09193854135488377
Belgium,2023,10+,3404,20046,0.16980943829192857
Belgium,2022,0-1,165,19363,0.008521406806796467
Belgium,2022,0-1,487,19363,0.02515106130248412
Belgium,2022,1-2,695,19363,0.03589319836802148
Belgium,2022,3-4,929,19363,0.04797810256675102
Belgium,2022,3-4,942,19363,0.0486494861333471
Belgium,2022,5-9,901,19363,0.046532045654082525
Belgium,2022,5-9,895,19363,0.04622217631565357
Belgium,2022,5-9,928,19363,0.04792645767701286
Belgium,2022,5-9,823,19363,0.042503744254506017
Belgium,2022,5-9,867,19363,0.04477611940298507
Belgium,2022,10+,3729,19363,0.19258379383360016
Belgium,2022,10+,2618,19363,0.13520632133450394
Belgium,2022,10+,1896,19363,0.09791871094355213
Belgium,2022,10+,3470,19363,0.1792077673914166
Belgium,2021,0-1,121,22172,0.0054573335738769616
Belgium,2021,0-1,584,22172,0.0263395273317698
Belgium,2021,1-2,984,22172,0.04438029947681761
Belgium,2021,3-4,1052,22172,0.047447230741475735
Belgium,2021,3-4,1044,22172,0.047086415298574776
Belgium,2021,5-9,1032,22172,0.04654519213422335
Belgium,2021,5-9,1073,22172,0.04839437127909074
Belgium,2021,5-9,1065,22172,0.04803355583618979
Belgium,2021,5-9,1016,22172,0.045823561248421435
Belgium,2021,5-9,994,22172,0.0448313187804438
Belgium,2021,10+,4179,22172,0.18848096698538697
Belgium,2021,10+,2831,22172,0.12768356485657587
Belgium,2021,10+,2202,22172,0.09931445065848818
Belgium,2021,10+,3970,22172,0.1790546635395995
Belgium,2020,0-1,167,21300,0.00784037558685446
Belgium,2020,0-1,611,21300,0.028685446009389673
Belgium,2020,1-2,862,21300,0.040469483568075115
Belgium,2020,3-4,1035,21300,0.048591549295774646
Belgium,2020,3-4,991,21300,0.04652582159624413
Belgium,2020,5-9,1027,21300,0.048215962441314555
Belgium,2020,5-9,1001,21300,0.04699530516431925
Belgium,2020,5-9,1009,21300,0.047370892018779344
Belgium,2020,5-9,1021,21300,0.04793427230046948
Belgium,2020,5-9,1003,21300,0.04708920187793427
Belgium,2020,10+,3950,21300,0.18544600938967137
Belgium,2020,10+,2798,21300,0.13136150234741784
Belgium,2020,10+,2116,21300,0.09934272300469484
Belgium,2020,10+,3695,21300,0.17347417840375587
Belgium,2017,0-1,143,23068,0.006199063637940003
Belgium,2017,0-1,629,23068,0.027267209987861973
Belgium,2017,1-2,944,23068,0.040922490029478065
